GymnastID,Name,Event,Team,Week,Predicted_Score,Price
32676,Maisyn Rader,UB,Ohio State,11,9.7392235,1000.0
32715,Keira Wells,VT,Oklahoma,11,9.858583,6250.0
32726,Ella Tashjian,BB,Yale,11,9.74116,1000.0
32726,Ella Tashjian,FX,Yale,11,9.786865,3000.0
32726,Ella Tashjian,VT,Yale,11,9.7037735,1000.0
32727,Brie Clark,BB,Clemson,11,9.792749,2000.0
32727,Brie Clark,FX,Clemson,11,9.82806,4000.0
32728,Eve Jackson,FX,Clemson,11,9.825793,2000.0
32728,Eve Jackson,UB,Clemson,11,9.795715,2000.0
32728,Eve Jackson,VT,Clemson,11,9.763889,1000.0
32731,Kate Bryant,VT,Clemson,11,9.711389,2000.0
32733,Lauren Rutherford,UB,Clemson,11,9.795715,1000.0
32736,Madison Minner,FX,Clemson,11,9.795715,2000.0
32736,Madison Minner,VT,Clemson,11,9.811198,2000.0
32737,Maggie Holman,FX,Clemson,11,9.762658,1000.0
32737,Maggie Holman,VT,Clemson,11,9.783623,2000.0
32738,Molly Arnold,FX,Clemson,11,9.794177,1000.0
32739,Quinn Kuhl,BB,Clemson,11,9.746228,1000.0
32739,Quinn Kuhl,VT,Clemson,11,9.736941,1000.0
32740,Rebecca Wells,UB,Clemson,11,9.775011,1000.0
32741,Sierra Church,BB,Clemson,11,9.790503,2000.0
32742,Takoda Berry,UB,Clemson,11,9.771773,2000.0
32752,Reese Baechle,FX,Nebraska,11,9.758927,1000.0
32923,Ryan Fuller,BB,Alabama,11,9.774728,2000.0
32923,Ryan Fuller,UB,Alabama,11,9.852154,4000.0
32923,Ryan Fuller,UB,Alabama,11,9.852154,4000.0
32924,Kylee Kvamme,VT,Alabama,11,9.802738,5000.0
32924,Kylee Kvamme,VT,Alabama,11,9.833362,5000.0
32926,Paityn Walker,UB,Alabama,11,9.808232,1000.0
32926,Paityn Walker,UB,Alabama,11,9.825793,1000.0
32936,Aubrey Krohnfeldt,UB,Arizona,11,9.774211,2000.0
32940,Halle Braaflat,FX,Arizona State,11,9.776735,2000.0
32940,Halle Braaflat,VT,Arizona State,11,9.756679,1000.0
32942,Tiara Platkin,UB,Arizona State,11,9.756679,1000.0
32944,Ja'Leigh Lang,VT,Arkansas,11,9.82126,4000.0
32945,Joscelyn Roberson,BB,Arkansas,11,9.852154,6250.0
32945,Joscelyn Roberson,FX,Arkansas,11,9.856203,5000.0
32945,Joscelyn Roberson,UB,Arkansas,11,9.769249,2000.0
32949,Olivia Ahern,BB,Auburn,11,9.826944,3000.0
32950,Sophia Bell,FX,Auburn,11,9.8272705,4000.0
32952,Marissa Neal,BB,Auburn,11,9.902147,1000.0
32960,Noelle Ball,UB,Boise State,11,9.76252,1000.0
32960,Noelle Ball,VT,Boise State,11,9.721085,1000.0
32961,Bridget Kemp,FX,Boise State,11,9.767927,2000.0
32961,Bridget Kemp,VT,Boise State,11,9.762165,1000.0
32963,Kristina Shchennikova,BB,Boise State,11,9.783552,1000.0
32963,Kristina Shchennikova,UB,Boise State,11,9.82093,3000.0
32984,Hannah Clark,UB,Clemson,11,9.778379,1000.0
32986,Tara Walsh,BB,Clemson,11,9.757033,1000.0
32986,Tara Walsh,VT,Clemson,11,9.789694,2000.0
32994,Skye Blakely,UB,Florida,11,9.792749,1000.0
32996,Taylor Clark,FX,Florida,11,9.836401,3000.0
32998,Lola Montevago,BB,George Washington,11,9.769249,2000.0
32998,Lola Montevago,BB,George Washington,11,9.774211,2000.0
32998,Lola Montevago,UB,George Washington,11,9.836401,4000.0
32998,Lola Montevago,UB,George Washington,11,9.836401,4000.0
33002,Nyla Aquino,FX,Georgia,11,9.847463,4000.0
33002,Nyla Aquino,VT,Georgia,11,9.832598,3000.0
33003,Sadie Jane Berry,UB,Georgia,11,9.797316,2000.0
33010,Kennedy Brown,UB,Illinois,11,9.711328,1000.0
33011,Chloe Cho,BB,Illinois,11,9.810501,5000.0
33011,Chloe Cho,FX,Illinois,11,9.814879,5000.0
33011,Chloe Cho,UB,Illinois,11,9.807399,4000.0
33011,Chloe Cho,VT,Illinois,11,9.803609,4000.0
33014,Mya Gordon,VT,Illinois,11,9.672803,1000.0
33015,Eden King,BB,Illinois,11,9.736558,1000.0
33015,Eden King,FX,Illinois,11,9.795887,2000.0
33015,Eden King,VT,Illinois,11,9.753653,1000.0
33022,Cassie Lee,BB,Iowa,11,9.758636,2000.0
33024,Sydney Turner,UB,Iowa,11,9.817545,1000.0
33029,Haylee Hardin,FX,Iowa State,11,9.852154,5000.0
33029,Haylee Hardin,VT,Iowa State,11,9.794177,2000.0
33042,Chesney Bennett,BB,Kentucky,11,9.713208,2000.0
33047,Kailin Chio,BB,LSU,11,9.8962345,6250.0
33047,Kailin Chio,FX,LSU,11,9.844311,6250.0
33047,Kailin Chio,UB,LSU,11,9.844311,6250.0
33047,Kailin Chio,VT,LSU,11,9.895139,6250.0
33051,Lexi Zeiss,UB,LSU,11,9.84735,4000.0
33053,Rayna Engelmayer,BB,Maryland,11,9.639686,1000.0
33053,Rayna Engelmayer,BB,Maryland,11,9.669223,1000.0
33053,Rayna Engelmayer,VT,Maryland,11,9.774211,2000.0
33053,Rayna Engelmayer,VT,Maryland,11,9.767,2000.0
33056,Sarah Saville,UB,Maryland,11,9.776735,2000.0
33056,Sarah Saville,UB,Maryland,11,9.776735,2000.0
33057,Peyton Davis,FX,Michigan,11,9.814238,2000.0
33057,Peyton Davis,VT,Michigan,11,9.763889,2000.0
33058,Sophia Diaz,FX,Michigan,11,9.804166,3000.0
33058,Sophia Diaz,UB,Michigan,11,9.82126,4000.0
33058,Sophia Diaz,VT,Michigan,11,9.802738,4000.0
33061,Sophie Parenti,BB,Michigan,11,9.779002,3000.0
33061,Sophie Parenti,FX,Michigan,11,9.792218,2000.0
33061,Sophie Parenti,UB,Michigan,11,9.768681,3000.0
33062,Jahzara Ranger,BB,Michigan,11,9.805778,5000.0
33062,Jahzara Ranger,FX,Michigan,11,9.82126,4000.0
33062,Jahzara Ranger,VT,Michigan,11,9.808232,3000.0
33064,Amy Doyle,UB,Michigan State,11,9.776867,4000.0
33064,Amy Doyle,VT,Michigan State,11,9.785995,2000.0
33065,Cady Duplissis,BB,Michigan State,11,9.771773,2000.0
33066,Teryn Crump,UB,Minnesota,11,9.80022,3000.0
33066,Teryn Crump,VT,Minnesota,11,9.80317,3000.0
33067,McCauley Harrington,UB,Minnesota,11,9.772487,3000.0
33070,Ava Stewart,BB,Minnesota,11,9.805778,4000.0
33070,Ava Stewart,UB,Minnesota,11,9.825113,3000.0
33070,Ava Stewart,VT,Minnesota,11,9.823686,4000.0
33075,Olivia Kelly,BB,Missouri,11,9.821694,4000.0
33075,Olivia Kelly,UB,Missouri,11,9.811632,4000.0
33089,Regan McBride,BB,North Carolina,11,9.536698,1000.0
33105,Rylee Guevara,BB,Ohio State,11,9.7489605,1000.0
33105,Rylee Guevara,FX,Ohio State,11,9.852154,5000.0
33107,Karleigh Reutzel,VT,Ohio State,11,9.769249,1000.0
33109,Cameron Smith,BB,Ohio State,11,9.774211,2000.0
33109,Cameron Smith,VT,Ohio State,11,9.814238,4000.0
33111,Addison Fatta,BB,Oklahoma,11,9.851409,5000.0
33111,Addison Fatta,FX,Oklahoma,11,9.855427,4000.0
33111,Addison Fatta,UB,Oklahoma,11,9.868828,6250.0
33112,Elle Mueller,FX,Oklahoma,11,9.867512,4000.0
33112,Elle Mueller,VT,Oklahoma,11,9.863823,4000.0
33113,Lily Pederson,BB,Oklahoma,11,9.776169,6250.0
33113,Lily Pederson,UB,Oklahoma,11,9.791922,6250.0
33113,Lily Pederson,VT,Oklahoma,11,9.791922,5000.0
33120,Allison Kaempfer,VT,Penn State,11,9.7392235,1000.0
33122,Elizabeth Leary,BB,Penn State,11,9.750395,1000.0
33122,Elizabeth Leary,FX,Penn State,11,9.758927,1000.0
33122,Elizabeth Leary,UB,Penn State,11,9.772487,2000.0
33122,Elizabeth Leary,VT,Penn State,11,9.779002,2000.0
33124,Ellie Monahan,VT,Penn State,11,9.746712,2000.0
33134,Meika Lee,BB,Pittsburgh,11,9.768484,1000.0
33134,Meika Lee,FX,Pittsburgh,11,9.768484,2000.0
33137,Delaney Adrian,BB,Rutgers,11,9.753004,1000.0
33137,Delaney Adrian,FX,Rutgers,11,9.789694,3000.0
33137,Delaney Adrian,UB,Rutgers,11,9.776735,3000.0
33137,Delaney Adrian,VT,Rutgers,11,9.694114,1000.0
33143,Keeley Smith,UB,Rutgers,11,9.681347,2000.0
33175,Mia Hampton,FX,Southern Utah,11,9.818221,4000.0
33175,Mia Hampton,UB,Southern Utah,11,9.751384,2000.0
33175,Mia Hampton,VT,Southern Utah,11,9.763889,2000.0
33179,Kendra Chang,VT,Stanford,11,9.752644,1000.0
33182,Ui Soma,UB,Stanford,11,9.852154,1000.0
33183,Alana Walker,FX,Stanford,11,9.814238,4000.0
33213,Avery Neff,UB,Utah,11,9.81118,4000.0
33222,Karleigh DiCello,BB,West Virginia,11,9.741472,1000.0
33222,Karleigh DiCello,BB,West Virginia,11,9.779969,1000.0
33222,Karleigh DiCello,VT,West Virginia,11,9.774211,2000.0
33222,Karleigh DiCello,VT,West Virginia,11,9.774211,2000.0
33223,Riley Maness,FX,West Virginia,11,9.808232,1000.0
33223,Riley Maness,FX,West Virginia,11,9.792749,1000.0
33224,Sophia Rice,VT,West Virginia,11,9.767,1000.0
33224,Sophia Rice,VT,West Virginia,11,9.769249,1000.0
33226,Emerson Smith,FX,West Virginia,11,9.774211,2000.0
33226,Emerson Smith,FX,West Virginia,11,9.774211,2000.0
33226,Emerson Smith,VT,West Virginia,11,9.752644,1000.0
33226,Emerson Smith,VT,West Virginia,11,9.752644,1000.0
33227,Taylor Tuohy,FX,West Virginia,11,9.727368,2000.0
33227,Taylor Tuohy,VT,West Virginia,11,9.711348,1000.0
33227,Taylor Tuohy,VT,West Virginia,11,9.709007,1000.0
33247,Mya Wiley,VT,California,11,9.818221,3000.0
33256,Kara Eaker,BB,Georgia,11,9.866441,5000.0
33259,Helen Hu,BB,Missouri,11,9.906525,6250.0
33291,Macy McGowan,FX,UCLA,11,9.856503,5000.0
33291,Macy McGowan,UB,UCLA,11,9.803103,4000.0
33291,Macy McGowan,VT,UCLA,11,9.82257,3000.0
33292,Mika Webster-Longin,UB,UCLA,11,9.825609,3000.0
33292,Mika Webster-Longin,VT,UCLA,11,9.813726,1000.0
33384,Jordan Chiles,BB,UCLA,11,9.810126,6250.0
33384,Jordan Chiles,FX,UCLA,11,9.899093,6250.0
33384,Jordan Chiles,UB,UCLA,11,9.821834,5000.0
33384,Jordan Chiles,VT,UCLA,11,9.856503,6250.0
