GymnastID,HomeAway,Week,Date,MeetID,Event,Score
33023,H,2,2026-01-10,2026-01-10_Iowa,AA,39.45
33023,H,3,2026-01-17,2026-01-17_Iowa,AA,38.65
33024,A,1,2026-01-02,2026-01-02_Utah,AA,38.725
33024,H,2,2026-01-10,2026-01-10_Iowa,AA,39.225
33024,H,3,2026-01-17,2026-01-17_Iowa,AA,38.2
31388,H,2,2026-01-10,2026-01-10_Iowa,AA,
32426,H,2,2026-01-10,2026-01-10_Iowa,AA,
32426,H,3,2026-01-17,2026-01-17_Iowa,AA,
32428,A,1,2026-01-04,2026-01-04_Clemson,AA,
32428,A,2,2026-01-10,2026-01-10_Iowa,AA,
32428,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33261,A,1,2026-01-04,2026-01-04_Clemson,AA,
33261,A,2,2026-01-10,2026-01-10_Iowa,AA,
33261,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33028,A,1,2026-01-04,2026-01-04_Clemson,AA,
33028,A,2,2026-01-10,2026-01-10_Iowa,AA,
33028,A,3,2026-01-18,2026-01-18_Arkansas,AA,
32812,A,1,2026-01-04,2026-01-04_Clemson,AA,
32812,A,2,2026-01-10,2026-01-10_Iowa,AA,
32812,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33029,A,1,2026-01-04,2026-01-04_Clemson,AA,
33029,A,3,2026-01-18,2026-01-18_Arkansas,AA,
31926,A,2,2026-01-10,2026-01-10_Iowa,AA,
31926,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33541,A,1,2026-01-04,2026-01-04_Clemson,AA,
33541,A,2,2026-01-10,2026-01-10_Iowa,AA,
33541,A,3,2026-01-18,2026-01-18_Arkansas,AA,
32431,A,1,2026-01-04,2026-01-04_Clemson,AA,
32431,A,2,2026-01-10,2026-01-10_Iowa,AA,
32431,A,3,2026-01-18,2026-01-18_Arkansas,AA,
33542,A,1,2026-01-04,2026-01-04_Clemson,AA,
33542,A,2,2026-01-10,2026-01-10_Iowa,AA,
33542,A,3,2026-01-18,2026-01-18_Arkansas,AA,
