Player Name,Year,Team,Event,Price
Kayla Shaw,Sophomore,Bowling Green,UB,2000
Kayla Smith,Freshman,West Virginia,UB,2000
Kayla Toniolo,Senior,LIU,UB,1500
Kaylee Bauder,Senior,Gustavus Adolphus,UB,1500
Kaylee Bluffstone,Junior,Auburn,UB,1500
Kaylee Cheek,Freshman,Oregon State,UB,4000
Kaylee Larson,Sophomore,Pitt,UB,1500
Kaylee Larson,Sophomore,Pitt,UB,1500
Kaylei Adams,Junior,West Virginia,UB,1500
Kayli Boozer,Junior,Michigan,UB,1500
Kaylie Medrano,Sophomore,Utah State,UB,1500
Kaylyn Mintz,Senior,Ohio State,UB,1500
Keeley Kohler,Sophomore,Eastern Michigan,UB,2000
Keeley Smith,Sophomore,Rutgers,UB,1500
Keira Thornton,Junior,Bowling Green,UB,2000
Keira Wells,Junior,Oklahoma,UB,1500
Kelise Woolford,Freshman,Georgia,UB,4000
Kelsey Slade,Sophomore,Oklahoma,UB,1500
Kendall Abney,Junior,Michigan State,UB,1500
Kendall Landry,Junior,Eastern Michigan,UB,1500
Kendall McGuire,Junior,Southern Utah,UB,1500
Kendra Chang,Sophomore,Stanford,UB,1500
Kennedi Johnson,Freshman,Fisk,UB,1500
Kennedy Bowen,Senior,Kent State,UB,1500
Kennedy Brown,Sophomore,Illinois,UB,2000
Kennedy Cooper,Sophomore,Western Michigan,UB,1500
Kennedy Duke,Junior,Pitt,UB,2000
Kennedy Griffin,Junior,Missouri,UB,1500
Kennedy Thomas,Freshman,Iowa State,UB,1500
Kiana Wong,Junior,Cortland State,UB,1500
Kiera O'Shea,Junior,Northern Illinois,UB,1500
Kiley Rorich,Sophomore,Denver,UB,1500
Kimarra Echols,Freshman,Missouri,UB,5000
Kimberly Smith,Senior,Arizona State,UB,4000
Kimmi Shiau,Sophomore,Rutgers,UB,1500
Kinlee Bare,Freshman,Ball State,UB,1500
Kira Bolden,Junior,Washington,UB,1500
Konnor McClain,Junior,LSU,UB,7500
Korynne Marquart,Freshman,Michigan State,UB,1500
Kristen Young,Freshman,Cornell,UB,1500
Kristin Lin,Junior,Washington,UB,2000
Kristin Rolfe,Freshman,Sacramento State,UB,1500
Kristina Shchennikova,Sophomore,Boise State,UB,4000
Kyanna Crabb,Sophomore,Oregon State,UB,1500
Kyen Mayhew,Junior,California,UB,1500
Kyla Petrocci,Sophomore,NC State,UB,1500
Kylee Bromley,Freshman,Arizona State,UB,2000
Kylee Greene,Senior,Air Force,UB,2000
Kylee Hamby,Senior,Boise State,UB,2000
Kylee Kvamme,Sophomore,Alabama,UB,1500
Kyleigh Brown,Junior,Cortland State,UB,1500
Kyleigh Ghanbari,Sophomore,Texas Woman's,UB,1500
Kyler Webster,Sophomore,Western Michigan,UB,1500
Kyli Cole,Freshman,Alaska,UB,1500
Kylie Coen,Junior,LSU,UB,1500
Kylie Eaquinto,Senior,BYU,UB,4000
Kylie Kazmierski,Senior,George Washington,UB,1500
Kylie Minard,Junior,Texas Woman's,UB,1500
Kyra Cato,Senior,San Jose State,UB,1500
Kyrie Lowe,Senior,Eastern Michigan,UB,2000
Kyrstin Johnson,Sophomore,Temple,UB,1500
Lacey Belcher,Freshman,Gustavus Adolphus,UB,1500
Lacie Saltzmann,Freshman,Minnesota,UB,4000
Lana Mast,Freshman,Kent State,UB,1500
Lana Navarro,Fifth Year,Washington,UB,1500
Landyn Williams,Junior,Bowling Green,UB,1500
Laurel Raymond,Senior,Hamline,UB,1500
Lauren Babineaux,Junior,Ithaca,UB,1500
Lauren Brendlinger,Junior,Maryland,UB,1500
Lauren Golioto,Freshman,Cornell,UB,1500
Lauren Greene,Junior,Towson,UB,4000
Lauren Homecillo,Senior,Nebraska,UB,1500
Lauren Keener,Senior,Towson,UB,1500
Lauren Letzsch,Fifth Year,Oregon State,UB,1500
Lauren Little,Junior,UCLA,UB,1500
Lauren Macpherson,Fifth Year,Missouri,UB,1500
Lauren O'Brachata,Junior,Iowa State,UB,1500
Lauren Pearl,Fifth Year,Minnesota,UB,1500
Lauren Williams,Junior,Arkansas,UB,1500
Lauren Wright,Junior,NC State,UB,1500
Layla Hammer,Junior,Maryland,UB,1500
Leah Davis,Senior,Illinois State,UB,1500
Leah Gonsiorowski,Junior,Minnesota,UB,1500
Leah Miller,Junior,LSU,UB,1500
Leah Moreno,Senior,New Hampshire,UB,2000
Leah Smith,Fifth Year,Arkansas,UB,4000
Leanne Desjardins,Freshman,Ithaca,UB,1500
"Lenczner, Gianna",Senior,Arizona,UB,1500
Levi Jung-Ruivivar,Freshman,Stanford,UB,5000
Lex Mouyenga,Sophomore,Washington,UB,1500
Lexi Caffall,Freshman,Boise State,UB,1500
Lexi Frank,Sophomore,Sacramento State,UB,1500
Lexi Weber,Junior,Cortland State,UB,1500
Lexi Zeiss,Sophomore,LSU,UB,4000
Lia Kmieciak,Fifth Year,Central Michigan,UB,5000
Liberty Mora,Senior,Fisk,UB,1500
Lila Pileggi,Freshman,Pitt,UB,1500
Lilia Cosman,Freshman,Michigan State,UB,2000
Lilia Purler,Junior,Arizona State,UB,1500
Lillian Jennejohn,Freshman,Ohio State,UB,1500
Lilly Gullickson,Freshman,Minnesota,UB,1500
Lilly Lippeatt,Junior,Clemson,UB,4000
Lilly Tubbs,Senior,Washington,UB,4000
Lily Bruce,Sophomore,Florida,UB,1500
Lily Clapper,Senior,Michigan,UB,2000
Lily Pederson,Sophomore,Oklahoma,UB,4000
Lily Ramsdell,Fifth Year,Hamline,UB,1500
Lily Smith,Junior,Georgia,UB,5000
Lily Thaxton,Freshman,Kentucky,UB,1500
Linda Uro,Freshman,Western Michigan,UB,1500
Lindsay Fuller,Junior,Ball State,UB,1500
Lindsay Girard,Junior,Ball State,UB,1500
Lindsay Van Eyk,Junior,Brown,UB,1500
Lindsey Yang,Junior,Brown,UB,1500
Lisa Chevaire,Sophomore,Rutgers,UB,1500
Lisa Szeibert,Sophomore,Missouri,UB,1500
Liza Marcus,Senior,Brown,UB,1500
Lizzie Green,Senior,Hamline,UB,1500
Lizzy Ryan,Freshman,Penn State,UB,1500
Logan Buckmon,Junior,Maryland,UB,2000
Lola Montevago,Sophomore,George Washington,UB,4000
Lori Brubach,Senior,Florida,UB,1500
Love Akpan,Junior,Bowling Green,UB,1500
Love Birt,Sophomore,Alabama,UB,1500
Luci Toczydlowski,Sophomore,Pennsylvania,UB,2000
Lucia Scott,Freshman,California,UB,1500
Luciana Alvarado-Reid,Senior,Central Michigan,UB,4000
Lucy Kaupp,Freshman,Ithaca,UB,1500
Luiselena Rodriguez,Freshman,George Washington,UB,1500
Lulu Ton-That,Freshman,Brown,UB,1500
Lundyn VanderToolen,Sophomore,Utah State,UB,4000
Ly Bui,Sophomore,Florida,UB,1500
Lyden Saltness,Junior,Illinois,UB,4000
Lydia Rak,Freshman,Washington,UB,1500
MaKayla Tucker,Junior,Michigan State,UB,4000
Mackenzie Estep,Freshman,Oklahoma,UB,4000
Mackenzie Flutman,Senior,Illinois State,UB,1500
Mackenzie Kelly,Junior,Southern Utah,UB,1500
Macy Armstrong,Junior,Cornell,UB,1500
Macy McGowan,Sophomore,UCLA,UB,1500
Macy Nihart,Freshman,Eastern Michigan,UB,1500
Maddie Hall,Junior,NC State,UB,1500
Maddison Reidenbach,Senior,Denver,UB,2000
Maddy Dorbin,Freshman,Florida,UB,1500
Maddy Murphy,Junior,Texas Woman's,UB,1500
Madeline Gershuny,Freshman,Maryland,UB,1500
Madeline Komoroski,Senior,Maryland,UB,4000
Madeline Reid,Senior,NC State,UB,4000
Madelyn Gomez,Senior,Alaska,UB,1500
Madelyn Manternaucht,Senior,Iowa State,UB,1500
Madelynn Farragher,Sophomore,Ithaca,UB,1500
Madison Carter,Junior,Greenville,UB,1500
Madison Coburn,Senior,Bowling Green,UB,1500
Madison Dorunda,Senior,Temple,UB,1500
Madison Ford,Senior,Greenville,UB,1500
Madison Gustitus,Sophomore,Arkansas,UB,1500
Madison Jordan,Freshman,Alaska,UB,1500
Madison Ley,Freshman,Temple,UB,1500
Madison Minner,Senior,Clemson,UB,1500
Madison Perkins,Junior,Pennsylvania,UB,1500
Madison Ulrich,Junior,LSU,UB,5000
Madisyn Anyimi,Senior,UCLA,UB,2000
Mady Harvey,Sophomore,New Hampshire,UB,2000
Madyson Baucom,Junior,Illinois State,UB,2000
Maeve McIlroy,Sophomore,Brown,UB,1500
Maeve Ruble,Freshman,Central Michigan,UB,1500
Maeya Sagna,Freshman,Stanford,UB,1500
Maggie Ball,Freshman,Iowa,UB,1500
Maggie Holman,Junior,Clemson,UB,1500
Maggie Murphy,Sophomore,Pennsylvania,UB,1500
Maggie Slife,Junior,Air Force,UB,7500
Mahleea Werline,Junior,Boise State,UB,2000
"Maisel, Sophia",Junior,Arizona,UB,1500
Maisyn Rader,Junior,Ohio State,UB,1500
Maiya Terry,Freshman,Missouri,UB,1500
Makayla Green,Fifth Year,Missouri,UB,2000
Makayla Townsend,Freshman,Sacramento State,UB,2000
Makenna Aldrich,Freshman,Gustavus Adolphus,UB,1500
Makenna Damhorst,Junior,Pennsylvania,UB,1500
Makenna King,Senior,Western Michigan,UB,2000
Makenna Smith,Senior,Utah,UB,4000
Makia Rosado,Freshman,Fisk,UB,1500
Malia Narciso,Sophomore,Gustavus Adolphus,UB,1500
Maliyah James,Sophomore,Sacramento State,UB,1500
Manama Fofana,Sophomore,Pennsylvania,UB,1500
Mara Gruber,Freshman,Utah State,UB,1500
Mareli Muller,Junior,Illinois,UB,1500
Maria Ferguson,Junior,Southern Utah,UB,2000
Maria Jose Prieto,Sophomore,Alaska,UB,1500
Maria King,Freshman,Northern Illinois,UB,2000
Mariah Sikon,Sophomore,Gustavus Adolphus,UB,1500
Maribelle Albert,Sophomore,Alaska,UB,1500
Mariella Brueck,Sophomore,Temple,UB,1500
Marisa Fisher,Junior,Penn State,UB,1500
Marisa Frascatore,Senior,Cortland State,UB,1500
Marisa de Groot,Junior,Southern Utah,UB,1500
Marisen Turetzky,Sophomore,Gustavus Adolphus,UB,1500
Marissa Ashton,Junior,San Jose State,UB,1500
Marissa Lassiter,Senior,Pennsylvania,UB,1500
Marissa Neal,Sophomore,Auburn,UB,1500
Marissa Rojas,Fifth Year,Iowa,UB,1500
Marley Peterson,Senior,Utah State,UB,1500
"Martin, Abigayle",Junior,Arizona,UB,4000
Mary Green,Junior,Ohio State,UB,1500
Mary McDonough,Junior,Washington,UB,4000
Mary Rose Bellan,Senior,Ball State,UB,1500
Matilda Brougham,Freshman,Greenville,UB,1500
Matis Rains,Junior,Rutgers,UB,1500
Maura Erickson,Sophomore,Hamline,UB,1500
Maya Oberman,Junior,LIU,UB,1500
Maya Peters,Junior,George Washington,UB,2000
Maylee Wendle,Sophomore,Central Michigan,UB,1500
McCall McMullen,Junior,New Hampshire,UB,1500
McCauley Harrington,Sophomore,Minnesota,UB,1500
McKenna Carnesi,Junior,Sacramento State,UB,2000
McKenna Knecht,Sophomore,UC Davis,UB,1500
McKenzie Matters,Freshman,Alabama,UB,1500
"Mead, Delaney",Freshman,Arizona,UB,1500
Meg Adler,Senior,NC State,UB,1500
Megan Aamold,Senior,Denver,UB,1500
Megan Bingham,Senior,Maryland,UB,1500
Megan Dzialo,Junior,Bowling Green,UB,2000
Megan Gille,Sophomore,Gustavus Adolphus,UB,1500
Megan Sapp,Senior,Illinois,UB,1500
Megan Steensland,Senior,Minnesota,UB,1500
Megan Thompson,Freshman,Towson,UB,1500
Megan White,Sophomore,Temple,UB,1500
Meika Lee,Freshman,Pitt,UB,1500
Merideth Brandt,Freshman,Nebraska,UB,1500
Mia Foy,Freshman,Illinois State,UB,1500
Mia Hampton,Sophomore,Southern Utah,UB,4000
Mia Heather,Junior,Oregon State,UB,1500
Mia LeBlanc,Freshman,Illinois State,UB,2000
Mia Leverton,Freshman,Auburn,UB,1500
Mia Nelson,Junior,San Jose State,UB,1500
Mia Oh,Senior,Illinois State,UB,1500
Micaela Kifer,Freshman,Towson,UB,1500
Michaela DeFransisco,Senior,Cornell,UB,1500
Mika Webster-Longin,Sophomore,UCLA,UB,5000
Mikaela Pitts,Senior,San Jose State,UB,1500
Mikayla Brown,Sophomore,Northern Illinois,UB,1500
Mikayla Burton,Senior,Cornell,UB,1500
Miki Aderinto,Senior,California,UB,2000
Mila Brusch,Junior,Denver,UB,2000
Milla Gideon,Senior,UC Davis,UB,1500
Mimi Fletcher,Sophomore,Pennsylvania,UB,1500
Miranda Smith,Senior,West Virginia,UB,1500
Miraya Nero,Freshman,Boise State,UB,2000
Mollie Ruch,Freshman,Gustavus Adolphus,UB,1500
Molly Arnold,Senior,Clemson,UB,1500
Molly Brinkman,Freshman,LSU,UB,1500
Molly Neinstein,Junior,North Carolina,UB,1500
Molly Osborne,Freshman,UC Davis,UB,1500
Molly Peterson,Sophomore,Nebraska,UB,1500
Molly Sabin,Freshman,Western Michigan,UB,1500
Morgan Kilpatrick,Freshman,Gustavus Adolphus,UB,1500
Morgan Price,Senior,Arkansas,UB,7500
Morgen Shambo,Senior,Cornell,UB,2000
Mya Gordon,Sophomore,Illinois,UB,1500
Mya John,Sophomore,Ithaca,UB,1500
Mya Kirkham,Sophomore,BYU,UB,2000
Mya Migliore,Senior,Kent State,UB,1500
Mya North,Sophomore,Southern Utah,UB,1500
Mya Wiley,Sophomore,California,UB,4000
Mya Witte,Junior,Utah State,UB,1500
Myli Lew,Freshman,Michigan,UB,4000
Nadia Parente,Junior,Bowling Green,UB,2000
Nancy Kiner,Senior,George Washington,UB,1500
Nastia Rudnitskaya,Senior,Kent State,UB,2000
Natalia Kraus,Senior,Northern Illinois,UB,1500
Natalia Pawlak,Senior,Alabama,UB,4000
Natalia Tehrani,Junior,Cornell,UB,1500
Natalie Martin,Junior,Ohio State,UB,1500
Natalie Siljander,Freshman,Stanford,UB,1500
Natalie Steed,Junior,Ithaca,UB,1500
Natalie Thomas,Sophomore,George Washington,UB,1500
Natasha Lopez,Freshman,Bowling Green,UB,2000
Naya Howard,Senior,Michigan State,UB,4000
Nazstazia-Simone Henry-Jubitana,Freshman,Temple,UB,1500
Nene Alvine,Junior,Kent State,UB,1500
Nesia Bat Yehudah,Freshman,Boise State,UB,1500
Neve King,Junior,North Carolina,UB,2000
Nhi Nguyen,Sophomore,Air Force,UB,1500
Nicole Desmond,Freshman,Oklahoma,UB,1500
Nicole King,Senior,Georgia,UB,1500
Nicolette Mullady,Freshman,Cortland State,UB,1500
Nicollette Crochet,Sophomore,Maryland,UB,1500
Nikki Rengifo,Freshman,Temple,UB,1500
Nikki Smith,Senior,Michigan State,UB,4000
Nina Ballou,Freshman,LSU,UB,1500
Nina Laurito,Sophomore,Arizona State,UB,1500
Niya Randolph,Junior,Southern Utah,UB,4000
Noella Marshall,Freshman,Alabama,UB,1500
Noelle Adams,Junior,Iowa State,UB,1500
Noelle Ball,Sophomore,Boise State,UB,2000
Noelle Wojcik,Freshman,Cornell,UB,1500
Nola Matthews,Freshman,UCLA,UB,4000
Nora Sherman,Sophomore,Cornell,UB,1500
Norah Christian,Freshman,Utah,UB,1500
Nya Kraus,Senior,Nebraska,UB,1500
Nyla Aquino,Sophomore,Georgia,UB,1500
Nyla Morabito,Junior,Utah State,UB,1500
Olivia Ahern,Sophomore,Auburn,UB,1500
Olivia Buckner,Junior,Oregon State,UB,1500
Olivia Burns,Junior,Nebraska,UB,1500
Olivia Chapman,Freshman,Cortland State,UB,1500
Olivia Childs,Sophomore,Arizona,UB,1500
Olivia Coppola,Junior,Illinois,UB,1500
Olivia DiNovi,Junior,Rutgers,UB,1500
Olivia Dittmer,Sophomore,Central Michigan,UB,1500
Olivia Giunta,Freshman,Pitt,UB,1500
Olivia Greaves,Junior,Auburn,UB,2000
Olivia Kelly,Sophomore,Missouri,UB,4000
Olivia Kennedy,Junior,Utah,UB,1500
Olivia Lane,Freshman,Ithaca,UB,1500
Olivia Lang,Freshman,Maryland,UB,1500
Olivia Oppegard,Senior,Washington,UB,4000
Olivia Orengo,Sophomore,Utah State,UB,4000
Olivia Raife,Junior,Air Force,UB,1500
Olivia Reardon,Fifth Year,San Jose State,UB,1500
Olivia Ronning,Freshman,Gustavus Adolphus,UB,1500
Olivia Sabin,Freshman,Western Michigan,UB,1500
Olivia Schmitt,Junior,Sacramento State,UB,1500
Olivia Tobin,Senior,Hamline,UB,1500
Olivia Tocco,Sophomore,Greenville,UB,1500
Olivia Zsarmani,Senior,Michigan State,UB,4000
Ondine Achampong,Sophomore,California,UB,1500
Paige Anastasi,Junior,Clemson,UB,1500
Paige Hasling,Freshman,Central Michigan,UB,1500
Paige Prejean,Senior,North Carolina,UB,2000
Paige Thaxton,Senior,Michigan,UB,1500
Paige Wills,Freshman,Iowa State,UB,1500
Paige Zancan,Junior,Auburn,UB,1500
Paityn Walker,Sophomore,Alabama,UB,5000
Paloma Spiridonova,Freshman,Oregon State,UB,1500
Patience Miyashiro,Sophomore,Air Force,UB,1500
Paulina Vargas,Sophomore,Oregon State,UB,1500
Payton Fullmer,Freshman,BYU,UB,1500
Payton Harris,Senior,Ohio State,UB,1500
Payton Monk,Sophomore,Temple,UB,1500
Peython Nock,Freshman,Iowa State,UB,1500
Peyton Davis,Sophomore,Michigan,UB,1500
Peyton Novinger,Sophomore,New Hampshire,UB,2000
Peyton Pech,Freshman,Nebraska,UB,1500
Peyton Stanos,Freshman,Western Michigan,UB,1500
Piper Gow,Freshman,Illinois,UB,1500
Piper Slocum,Freshman,Towson,UB,1500
Polina Belanovski,Junior,Towson,UB,2000
Poppy-Grace Stickler,Sophomore,Utah,UB,1500
Porsche Trinidad,Senior,Stanford,UB,1500
Poulina Minaev,Junior,New Hampshire,UB,1500
Priscilla Park,Junior,Arkansas,UB,1500
Priya Karle,Senior,Eastern Michigan,UB,1500
"Puleo, Hillary",Freshman,Arizona,UB,2000
Quincy Walters,Freshman,Michigan,UB,1500
Quinn Kuhl,Junior,Clemson,UB,1500
Rachael Riley,Senior,Rutgers,UB,1500
Rachel Beaulieu,Sophomore,Rutgers,UB,1500
Rachel Goldstein,Sophomore,Illinois,UB,1500
Rachel Miller,Senior,Greenville,UB,1500
Rachel Rybicki,Senior,Alabama,UB,1500
Rafaela O'Neill,Freshman,Oregon State,UB,1500
Railey Jackson,Sophomore,Missouri,UB,1500
Raina Gandhi,Junior,NC State,UB,1500
Raphaelle Perreault,Sophomore,LIU,UB,1500
Rayna Engelmayer,Sophomore,Maryland,UB,1500
Rayna Light,Junior,Missouri,UB,1500
Reagan Rodriguez,Junior,Greenville,UB,1500
Reagan Schenkel,Sophomore,Rutgers,UB,2000
Rebekah Smith,Freshman,Auburn,UB,1500
Reese DeHaan,Junior,Temple,UB,2000
Reese Drotar,Senior,Arkansas,UB,1500
Reese Grolla,Junior,Arizona State,UB,2000
Reese Samuelson,Junior,Western Michigan,UB,4000
Reese Toland,Freshman,Towson,UB,1500
Reese Wilson,Sophomore,Iowa,UB,1500
Regan McBride,Sophomore,North Carolina,UB,1500
Reganne Cheang,Junior,Pennsylvania,UB,1500
Rehna Saalinger,Freshman,Brown,UB,1500
Reilan Garvey,Sophomore,Western Michigan,UB,2000
Reina Marchal,Sophomore,Oregon State,UB,1500
Renee Figueroa,Senior,LIU,UB,1500
Renee Schugman,Fifth Year,Temple,UB,1500
Retoshia Halsell,Sophomore,Michigan State,UB,1500
Retoshia Halsell,Sophomore,Michigan State,UB,1500
Reyna Auth,Sophomore,Towson,UB,1500
Reyna Garvey,Junior,Pitt,UB,1500
Reyna Guggino,Fifth Year,Michigan,UB,1500
Riley Gianotti,Junior,Hamline,UB,1500
Riley Himes,Senior,New Hampshire,UB,1500
Riley Hintz,Junior,Hamline,UB,1500
Riley Jandorf,Freshman,Arkansas,UB,1500
Riley Jenkins,Sophomore,UCLA,UB,1500
Riley Maness,Sophomore,West Virginia,UB,1500
Riley McCusker,Senior,Florida,UB,7500
Rilyn Harris,Freshman,Boise State,UB,1500
Robyn Dunne,Freshman,Temple,UB,2000
Robyn Wilson,Freshman,Arizona State,UB,1500
Rocio Madalena Gora,Sophomore,Gustavus Adolphus,UB,1500
"Rock, Amelia",Sophomore,Arizona,UB,1500
Rory Allen,Junior,Cortland State,UB,1500
Rosa Juarez Baez,Junior,Air Force,UB,1500
Rose Wilson,Junior,Sacramento State,UB,1500
Ruby Goad,Senior,Texas Woman's,UB,1500
Ruth Whaley,Freshman,Pennsylvania,UB,1500
RyLe Foldhazi,Freshman,Hamline,UB,1500
Ryan Fuller,Sophomore,Alabama,UB,4000
Ryan Noonan,Sophomore,Kentucky,UB,4000
Rylee Fishkin,Senior,Cortland State,UB,1500
Rylee Guevara,Sophomore,Ohio State,UB,1500
Rylee Miller,Junior,Southern Utah,UB,1500
Rylin Zimmerman,Senior,Sacramento State,UB,1500
Sabrina Nemcek,Freshman,Kentucky,UB,1500
Sadie Jane Berry,Sophomore,Ohio State,UB,1500
Safia El Mammann,Freshman,Arizona State,UB,1500
Sage Curtis,Freshman,Utah,UB,1500
Sage Kellerman,Senior,Michigan State,UB,4000
Sage Melkonian,Sophomore,California,UB,4000
Sage Paladino,Sophomore,Southern Utah,UB,1500
Saidat Omilabu,Freshman,Penn State,UB,1500
Samantha Macasu,Sophomore,San Jose State,UB,2000
Samantha Meadows,Junior,Cortland State,UB,1500
Samantha Nickle,Junior,Northern Illinois,UB,1500
Samantha Schneider,Freshman,Iowa State,UB,1500
Samantha Shannon,Junior,Central Michigan,UB,4000
Samantha Wu,Senior,Pennsylvania,UB,1500
Samara Buchanan,Junior,Ohio State,UB,1500
Sami DiFabrizio,Junior,Northern Illinois,UB,1500
Sammie Trujillo,Freshman,Hamline,UB,1500
Sammie Wolff,Sophomore,Illinois State,UB,1500
Sanai Evans,Sophomore,Eastern Michigan,UB,1500
Sara Wabi,Fifth Year,Missouri,UB,1500
Sarah Goetter,Sophomore,Cornell,UB,1500
Sarah Krump,Senior,Utah,UB,1500
Sarah Lee,Freshman,California,UB,1500
Sarah Lutrel,Senior,Sacramento State,UB,1500
Sarah Moraw,Senior,Minnesota,UB,1500
Sarah Saville,Sophomore,Maryland,UB,2000
Sarah Stallings,Senior,Temple,UB,1500
Sarah Willis,Senior,Air Force,UB,1500
Sasha Fujisaka,Sophomore,UCLA,UB,1500
Savanna Dunwoody,Freshman,Eastern Michigan,UB,1500
Savannah Miller,Senior,Oregon State,UB,2000
Savannah Ray,Sophomore,Illinois State,UB,2000
Savannah West,Sophomore,Northern Illinois,UB,1500
Scarlet Pajer,Freshman,Ball State,UB,1500
Scarlett Sonnenberg,Freshman,BYU,UB,1500
Scarlett Voss,Freshman,Gustavus Adolphus,UB,1500
Selena Harris-Miranda,Senior,Florida,UB,7500
Selena Pappas,Freshman,UC Davis,UB,1500
Serena Mullin,Senior,New Hampshire,UB,2000
Seria Johnson,Senior,Minnesota,UB,1500
Sevana Kasparian,Junior,Denver,UB,1500
Sh'Nai Thompson,Freshman,Ithaca,UB,1500
Shaina Chen,Senior,Cornell,UB,1500
Shannon Stivala,Freshman,New Hampshire,UB,1500
Sharon Lee,Junior,Kentucky,UB,1500
Shea Campbell,Senior,Hamline,UB,1500
Shyann Bootman,Freshman,Cortland State,UB,1500
Shyla Bhatia,Senior,Denver,UB,4000
Sidnei Heubach,Senior,Western Michigan,UB,1500
Sienna Blake,Junior,Ithaca,UB,1500
Sienna Robinson,Junior,Stanford,UB,5000
Sienna Yelle,Freshman,Utah State,UB,1500
Sienna Zuccaro,Sophomore,Pennsylvania,UB,1500
Sierra Church,Junior,Clemson,UB,1500
Sierra Muns,Fifth Year,UC Davis,UB,1500
"Silvers, Jillian",Sophomore,Arizona,UB,1500
Skye Blakely,Sophomore,Florida,UB,7500
Skyelar Kerico,Senior,Pennsylvania,UB,1500
Skylar Draser,Junior,Florida,UB,5000
Skylar Goodstadt,Sophomore,Pennsylvania,UB,2000
Skylar Ray Dixon,Freshman,Illinois,UB,2000
Skylar Shafran,Sophomore,Temple,UB,1500
"Smith, Sadie",Sophomore,Arizona,UB,2000
Sofia Steffan,Junior,Texas Woman's,UB,1500
Sophia Balko,Sophomore,Kent State,UB,1500
Sophia Bell,Sophomore,Auburn,UB,1500
Sophia Dewar,Senior,Brown,UB,1500
Sophia Diaz,Sophomore,Michigan,UB,4000
Sophia Esposito,Junior,Oregon State,UB,1500
Sophia Greaves,Junior,Auburn,UB,1500
Sophia Hampp,Junior,Denver,UB,1500
Sophia Isbell,Junior,Texas Woman's,UB,1500
Sophia Kaloudis,Sophomore,Oregon State,UB,1500
Sophia Nguyen,Junior,Minnesota,UB,1500
Sophia Paris,Junior,Pennsylvania,UB,2000
Sophia Pratt,Junior,Fisk,UB,1500
Sophia Pujols,Sophomore,UC Davis,UB,1500
Sophia Rice,Sophomore,West Virginia,UB,1500
Sophia Tyeryar,Junior,George Washington,UB,1500
Sophie Derr,Junior,Arizona,UB,2000
Sophie Hernandez,Junior,Texas Woman's,UB,1500
Sophie Parenti,Sophomore,Michigan,UB,5000
Sophie Patterson,Freshman,San Jose State,UB,2000
Sophie Schriever,Freshman,Iowa,UB,4000
Sophie Stuart,Freshman,Clemson,UB,1500
Sophie Swartzmiller,Junior,Minnesota,UB,1500
Sophie Tressler,Freshman,Brown,UB,2000
Stacy Boss,Sophomore,New Hampshire,UB,1500
Stella Dairon,Freshman,Southern Utah,UB,1500
Stella DePaola,Freshman,Iowa,UB,1500
Stella Kate Skenteris,Freshman,Minnesota,UB,1500
Steph Macasu,Senior,Towson,UB,1500
Stephanie Lebster,Senior,Michigan State,UB,1500
"Stephens, Sophia",Senior,Arizona,UB,1500
"Strom, Emma",Senior,Arizona,UB,1500
Summer Clancy,Freshman,Illinois,UB,1500
Summer Gronski,Freshman,Stanford,UB,1500
Summer Ruskey,Senior,Temple,UB,1500
Sydney Barros,Junior,UCLA,UB,5000
Sydney Enriquez,Freshman,Illinois,UB,1500
Sydney Jelen,Junior,Utah State,UB,2000
Sydney Kho,Senior,Boise State,UB,1500
Sydney Leitch,Senior,Boise State,UB,1500
Sydney Mullen,Freshman,Maryland,UB,1500
Sydney Seabrooks,Freshman,North Carolina,UB,1500
Sydney Stoenner,Senior,Hamline,UB,1500
Sydney Turner,Sophomore,Iowa,UB,4000
Sydnie Whipple,Freshman,Boise State,UB,1500
Syniya Thomas,Sophomore,NC State,UB,1500
TaeLyn Canty,Sophomore,North Carolina,UB,1500
Taeva Greenberg,Freshman,BYU,UB,1500
Takoda Berry,Junior,Clemson,UB,1500
Tali Joelson,Senior,Illinois,UB,1500
Talia Blythe,Junior,Brown,UB,1500
Talia Cotter,Freshman,Kentucky,UB,1500
Tara Walsh,Fifth Year,Clemson,UB,1500
Taralyn Nguyen,Senior,Stanford,UB,1500
Tayah Graham,Sophomore,Cortland State,UB,1500
Taylor Archambeau,Freshman,Kent State,UB,1500
Taylor Arias,Junior,Ithaca,UB,1500
Taylor Beers,Freshman,New Hampshire,UB,1500
Taylor Clark,Sophomore,Florida,UB,1500
Taylor DeVries,Junior,Oregon State,UB,1500
Taylor Goldstein,Junior,Cortland State,UB,1500
Taylor Gomez,Sophomore,Cornell,UB,1500
Taylor Hall,Freshman,Gustavus Adolphus,UB,1500
Taylor McMahon,Freshman,Oregon State,UB,1500
Taylor Rech,Senior,Maryland,UB,1500
Taylor Sanders,Freshman,Iowa State,UB,1500
Taylor Templin,Sophomore,Greenville,UB,1500
Taylor Tuohy,Sophomore,West Virginia,UB,1500
Taylor Wurtz,Sophomore,Bowling Green,UB,1500
Teegan Milligan,Junior,Bowling Green,UB,1500
Tegan Shaver,Freshman,Nebraska,UB,1500
Temple Landry,Junior,Stanford,UB,1500
Terra Rutter,Junior,Denver,UB,1500
Teryn Crump,Sophomore,Minnesota,UB,2000
