GymnastID,HomeAway,Week,Date,MeetID,Event,Score,homeaway_factor,score_adj
32926,A,3,2026-01-16,2026-01-16_BYU,UB,9.875,0.0266603053435114,9.875
32376,A,2,2026-01-11,2026-01-11_Arizona State,UB,9.425,0.0266603053435114,9.425
31802,A,2,2026-01-11,2026-01-11_Arizona State,UB,9.375,0.0266603053435114,9.375
32311,A,2,2026-01-11,2026-01-11_Arizona State,UB,9.6,0.0266603053435114,9.6
32313,A,2,2026-01-11,2026-01-11_Arizona State,UB,9.625,0.0266603053435114,9.625
33420,A,2,2026-01-11,2026-01-11_Arizona State,UB,8.75,0.0266603053435114,8.75
32314,A,2,2026-01-11,2026-01-11_Arizona State,UB,9.675,0.0266603053435114,9.675
33424,H,2,2026-01-09,2026-01-09_Arizona,UB,9.625,0.0266603053435114,9.598339694656488
32315,H,2,2026-01-09,2026-01-09_Arizona,UB,9.7,0.0266603053435114,9.673339694656487
32315,A,3,2026-01-16,2026-01-16_BYU,UB,9.1,0.0266603053435114,9.1
32936,H,2,2026-01-09,2026-01-09_Arizona,UB,9.85,0.0266603053435114,9.823339694656488
32936,A,3,2026-01-16,2026-01-16_BYU,UB,9.8,0.0266603053435114,9.8
32318,A,3,2026-01-16,2026-01-16_BYU,UB,9.725,0.0266603053435114,9.725
32319,H,2,2026-01-09,2026-01-09_Arizona,UB,9.775,0.0266603053435114,9.748339694656488
32319,A,3,2026-01-16,2026-01-16_BYU,UB,8.975,0.0266603053435114,8.975
33426,H,2,2026-01-09,2026-01-09_Arizona,UB,9.725,0.0266603053435114,9.698339694656488
33426,A,3,2026-01-16,2026-01-16_BYU,UB,9.75,0.0266603053435114,9.75
32946,H,2,2026-01-09,2026-01-09_Arizona,UB,8.825,0.0266603053435114,8.798339694656487
32946,A,3,2026-01-16,2026-01-16_BYU,UB,9.2,0.0266603053435114,9.2
33858,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.825,0.0266603053435114,9.798339694656487
33858,A,3,2026-01-16,2026-01-16_BYU,UB,9.85,0.0266603053435114,9.85
33429,A,3,2026-01-16,2026-01-16_BYU,UB,9.75,0.0266603053435114,9.75
32321,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.75,0.0266603053435114,9.723339694656488
32321,A,3,2026-01-16,2026-01-16_BYU,UB,9.75,0.0266603053435114,9.75
32683,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.825,0.0266603053435114,9.798339694656487
32683,A,3,2026-01-16,2026-01-16_BYU,UB,9.65,0.0266603053435114,9.65
31813,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.1,0.0266603053435114,9.073339694656488
31813,A,3,2026-01-16,2026-01-16_BYU,UB,9.0,0.0266603053435114,9.0
33432,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.075,0.0266603053435114,9.048339694656487
31815,H,2,2026-01-11,2026-01-11_Arizona State,UB,9.775,0.0266603053435114,9.748339694656488
31815,A,3,2026-01-16,2026-01-16_BYU,UB,9.875,0.0266603053435114,9.875
33437,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.8,0.0266603053435114,9.773339694656489
33438,A,2,2026-01-10,2026-01-10_Iowa,UB,9.825,0.0266603053435114,9.825
33438,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.9,0.0266603053435114,9.873339694656488
32327,A,2,2026-01-10,2026-01-10_Iowa,UB,9.775,0.0266603053435114,9.775
32327,H,3,2026-01-18,2026-01-18_Arkansas,UB,9.825,0.0266603053435114,9.798339694656487
31886,A,2,2026-01-10,2026-01-10_Iowa,UB,9.85,0.0266603053435114,9.85
