GymnastID,Event,Home_Percent_1,Home_Percent_2,Home_Percent_3,Score_1,Score_2,Score_3,homeaway_factor
32124,BB,,0.0,0.5,,9.75,9.735994616835805,0.0030107663283892
32124,FX,,0.0,0.5,,9.75,9.766664170297748,0.0416716594045026
32124,VT,,,0.5,,,9.609320523056551,0.0063589538868983
32125,BB,,1.0,0.0,,9.57198923367161,9.825,0.0030107663283892
32125,FX,,1.0,0.0,,9.558328340595496,9.65,0.0416716594045026
32125,UB,,1.0,0.0,,9.748339694656488,9.775,0.0266603053435114
32127,UB,0.0,0.0,1.0,9.7,9.75,9.173339694656487,0.0266603053435114
32129,FX,0.0,0.0,1.0,9.7,9.875,9.833328340595497,0.0416716594045026
32129,UB,0.0,0.0,1.0,9.75,9.675,9.773339694656489,0.0266603053435114
32129,VT,0.0,0.0,1.0,9.725,9.675,9.743641046113101,0.0063589538868983
32130,BB,0.0,0.0,1.0,9.75,9.85,9.771989233671611,0.0030107663283892
32130,UB,0.0,0.0,1.0,9.75,9.8,9.923339694656487,0.0266603053435114
32147,BB,,0.0,,,9.0,,0.0030107663283892
32147,UB,,0.0,,,8.7,,0.0266603053435114
32148,UB,,0.0,,,8.95,,0.0266603053435114
32149,FX,,0.0,,,9.725,,0.0416716594045026
32149,VT,,0.0,,,9.4,,0.0063589538868983
32155,AA,,0.0,,,38.025,,0.0777016849633016
32155,BB,,0.0,,,9.575,,0.0030107663283892
32155,FX,,0.0,,,9.65,,0.0416716594045026
32155,UB,,0.0,,,9.25,,0.0266603053435114
32155,VT,,0.0,,,9.55,,0.0063589538868983
32156,VT,,0.0,,,8.65,,0.0063589538868983
32163,BB,,1.0,1.0,,9.84698923367161,9.82198923367161,0.0030107663283892
32163,FX,,1.0,1.0,,9.808328340595496,9.833328340595497,0.0416716594045026
32163,UB,,1.0,1.0,,9.648339694656489,9.698339694656488,0.0266603053435114
32165,FX,,1.0,1.0,,9.758328340595497,9.808328340595496,0.0416716594045026
