Player Name,Year,Team,Event,Price
Kiera O'Shea,Junior,Northern Illinois,FX,4000.0
Kira Bolden,Junior,Washington,FX,4000.0
Kylee Greene,Senior,Air Force,FX,4000.0
Kylie Kazmierski,Senior,George Washington,FX,4000.0
Kyrie Lowe,Senior,Eastern Michigan,FX,4000.0
Lauren Brendlinger,Junior,Maryland,FX,4000.0
Lilia Purler,Junior,Arizona State,FX,4000.0
Lilly Lippeatt,Junior,Clemson,FX,4000.0
Lindsay Girard,Junior,Ball State,FX,4000.0
Lindsey Yang,Junior,Brown,FX,4000.0
Liza Marcus,Senior,Brown,FX,4000.0
Maddison Reidenbach,Senior,Denver,FX,4000.0
Madison Coburn,Senior,Bowling Green,FX,4000.0
Madison Dorunda,Senior,Temple,FX,4000.0
Madison Gustitus,Sophomore,Arkansas,FX,4000.0
Maggie Holman,Junior,Clemson,FX,4000.0
Maisyn Rader,Junior,Ohio State,FX,4000.0
Manama Fofana,Sophomore,Pennsylvania,FX,4000.0
Mareli Muller,Junior,Illinois,FX,4000.0
Marissa Lassiter,Senior,Pennsylvania,FX,4000.0
Meg Adler,Senior,NC State,FX,4000.0
Megan Bingham,Senior,Maryland,FX,4000.0
Megan Dzialo,Junior,Bowling Green,FX,4000.0
Mika Webster-Longin,Sophomore,UCLA,FX,4000.0
Mikayla Brown,Sophomore,Northern Illinois,FX,4000.0
Natalia Pawlak,Senior,Alabama,FX,4000.0
Natalie Martin,Junior,Ohio State,FX,4000.0
Nene Alvine,Junior,Kent State,FX,4000.0
Nicole Desmond,Freshman,Oklahoma,FX,4000.0
Olivia Oppegard,Senior,Washington,FX,4000.0
Olivia Orengo,Sophomore,Utah State,FX,4000.0
Olivia Reardon,Fifth Year,San Jose State,FX,4000.0
Polina Belanovski,Junior,Towson,FX,4000.0
Priya Karle,Senior,Eastern Michigan,FX,4000.0
Rachel Miller,Senior,Greenville,FX,4000.0
Reilan Garvey,Sophomore,Western Michigan,FX,4000.0
Samantha Meadows,Junior,Cortland State,FX,4000.0
Sara Wabi,Fifth Year,Missouri,FX,4000.0
Sarah Lutrel,Senior,Sacramento State,FX,4000.0
Sarah Willis,Senior,Air Force,FX,4000.0
Serena Mullin,Senior,New Hampshire,FX,4000.0
Skyelar Kerico,Senior,Pennsylvania,FX,4000.0
Sophia Isbell,Junior,Texas Woman's,FX,4000.0
Sophie Hernandez,Junior,Texas Woman's,FX,4000.0
Sophie Parenti,Sophomore,Michigan,FX,4000.0
Stacy Boss,Sophomore,New Hampshire,FX,4000.0
Summer Ruskey,Senior,Temple,FX,4000.0
Sydney Leitch,Senior,Boise State,FX,4000.0
Tali Joelson,Senior,Illinois,FX,4000.0
Taylor Rech,Senior,Maryland,FX,4000.0
Alisha Werlen,Senior,Pennsylvania,FX,2000.0
Alyssa Bigler,Sophomore,Air Force,FX,2000.0
Amara Nelson,Junior,Greenville,FX,2000.0
Ashlie Leage,Sophomore,Greenville,FX,2000.0
Autumn Adkins,Junior,Cortland State,FX,2000.0
Breeann Spain,Senior,Alaska,FX,2000.0
Cailey Price,Junior,Hamline,FX,2000.0
Cara Wong,Sophomore,Gustavus Adolphus,FX,2000.0
Catelyn Zack,Senior,Hamline,FX,2000.0
Chloe Hammond,Junior,Iowa State,FX,2000.0
Ciniah Rosby,Junior,Fisk,FX,2000.0
Daisy Fallon,Sophomore,Brown,FX,2000.0
Emily Leese,Fifth Year,Rutgers,FX,2000.0
Emma Masse,Senior,Kent State,FX,2000.0
Gianna Martyna,Senior,Air Force,FX,2000.0
Gianna Mirigliano,Senior,Cortland State,FX,2000.0
Hana Miller,Junior,Ithaca,FX,2000.0
Hannah Weklar,Sophomore,Temple,FX,2000.0
Isabella Feltman,Sophomore,Greenville,FX,2000.0
Kami Zarlengo,Senior,Texas Woman's,FX,2000.0
Kaylee Larson,Sophomore,Pitt,FX,2000.0
Kaylee Larson,Sophomore,Pitt,FX,2000.0
Landyn Williams,Junior,Bowling Green,FX,2000.0
Liberty Mora,Senior,Fisk,FX,2000.0
Poulina Minaev,Junior,New Hampshire,FX,2000.0
Quincy Walters,Freshman,Michigan,FX,2000.0
Samantha Nickle,Junior,Northern Illinois,FX,2000.0
Sophia Dewar,Senior,Brown,FX,2000.0
Sydney Stoenner,Senior,Hamline,FX,2000.0
Taylor Templin,Sophomore,Greenville,FX,2000.0
Taylor Tuohy,Sophomore,West Virginia,FX,2000.0
Tessa Sutton,Senior,Cortland State,FX,2000.0
Victoria Cave,Junior,Cortland State,FX,2000.0
Zoe Claiborne,Sophomore,LIU,FX,2000.0
Zoey Danzinger,Sophomore,Hamline,FX,2000.0
Zyia Coleman,Senior,Fisk,FX,2000.0
Abbey Harris,Sophomore,Illinois State,FX,1500.0
Abbey Scanlon,Senior,California,FX,1500.0
Abbi Ryssman,Freshman,Utah,FX,1500.0
Abby Bednar,Sophomore,Michigan State,FX,1500.0
Abby Izaks,Sophomore,Central Michigan,FX,1500.0
Abby Scherban,Freshman,New Hampshire,FX,1500.0
Abby Steeley,Junior,Denver,FX,1500.0
Aberdeen O'Driscoll,Sophomore,Georgia,FX,1500.0
Abril Toscanini,Freshman,Rutgers,FX,1500.0
Adasyn Tackett,Freshman,NC State,FX,1500.0
Addi Doan,Freshman,Texas Woman's,FX,1500.0
Addi Watson,Freshman,Ohio State,FX,1500.0
Addie Hewitt,Senior,Denver,FX,1500.0
Addie Tandeski,Freshman,Bowling Green,FX,1500.0
Addilyn Glazier,Sophomore,BYU,FX,1500.0
Addison Bare,Freshman,Arkansas,FX,1500.0
Addison Lawrence,Senior,Missouri,FX,1500.0
Addisyn Hofseth,Freshman,Kentucky,FX,1500.0
Addy Whiteside,Sophomore,Brown,FX,1500.0
Adele Ossi,Freshman,Arizona State,FX,1500.0
Adia Friesen,Junior,UC Davis,FX,1500.0
Adriana Consoli,Freshman,Auburn,FX,1500.0
Adysen Mazzoni,Freshman,Eastern Michigan,FX,1500.0
Ahnna Kalmes,Freshman,Nebraska,FX,1500.0
Ainsley Greever,Junior,Arizona,FX,1500.0
Aislyn LaBadie,Senior,Ball State,FX,1500.0
Aiyana Thomas,Sophomore,Fisk,FX,1500.0
Alaina Reid,Sophomore,Texas Woman's,FX,1500.0
Alana Kim,Junior,UC Davis,FX,1500.0
Ale Alvarez,Freshman,Iowa State,FX,1500.0
Alea Byrne,Senior,Illinois,FX,1500.0
Alessia Russo,Junior,Greenville,FX,1500.0
Alex Irvine,Junior,Auburn,FX,1500.0
Alex Routsis,Junior,Southern Utah,FX,1500.0
Alexa Chuy,Junior,George Washington,FX,1500.0
Alexa D'Andrea,Freshman,New Hampshire,FX,1500.0
Alexa Rose Pahila,Junior,Cortland State,FX,1500.0
Alexa Shields,Junior,Brown,FX,1500.0
Alexandra Karkowski,Freshman,Alaska,FX,1500.0
Alexandra Reddick,Freshman,Central Michigan,FX,1500.0
Alexandria Zambrano,Freshman,Penn State,FX,1500.0
Alexia Zakaryan,Freshman,George Washington,FX,1500.0
Alexis Czarrunchick,Sophomore,Maryland,FX,1500.0
Alexis Jeffrey,Fifth Year,LSU,FX,1500.0
Alianna Valdez,Freshman,Utah State,FX,1500.0
Alilah Alvarado,Junior,BYU,FX,1500.0
Alina Danlichenko,Junior,LIU,FX,1500.0
Alisia Murray,Sophomore,Central Michigan,FX,1500.0
Alison Mun,Freshman,George Washington,FX,1500.0
Aliyah Kelly,Freshman,Northern Illinois,FX,1500.0
Aliyah Kelly,Freshman,Northern Illinois,FX,1500.0
Aliyah Reed-Hammon,Senior,Fisk,FX,1500.0
Allie Berkley,Senior,Fisk,FX,1500.0
Allie Call,Sophomore,Kent State,FX,1500.0
Allie Gard,Senior,Nebraska,FX,1500.0
Allie Misenheimer,Sophomore,Air Force,FX,1500.0
Allison Cucci,Freshman,Arkansas,FX,1500.0
Ally Lau,Junior,Illinois State,FX,1500.0
Alyse Karenbauer,Junior,Iowa,FX,1500.0
Alyssa Arana,Junior,Florida,FX,1500.0
Alyssa Orgen,Sophomore,Kentucky,FX,1500.0
Alyssa Rosen,Senior,Pennsylvania,FX,1500.0
Alyssa Sciulli,Senior,Gustavus Adolphus,FX,1500.0
Amanda Hargraves,Senior,Denver,FX,1500.0
Amanda Scheuerman,Junior,Temple,FX,1500.0
Amane' Glenn,Sophomore,Texas Woman's,FX,1500.0
Amani Herring,Senior,Penn State,FX,1500.0
Amari Evans,Fifth Year,Utah State,FX,1500.0
Amelia Budd,Sophomore,Temple,FX,1500.0
Amelia Disidore,Freshman,Florida,FX,1500.0
Amelia Lannon,Freshman,New Hampshire,FX,1500.0
Amelia Rieder,Senior,Southern Utah,FX,1500.0
Amy Doyle,Sophomore,Michigan State,FX,1500.0
Amy Fukami,Sophomore,Michigan,FX,1500.0
Amy Hamilton,Junior,Cortland State,FX,1500.0
Amy Robins,Freshman,Western Michigan,FX,1500.0
Amy Wier,Senior,Missouri,FX,1500.0
Amy Wozniak,Senior,North Carolina,FX,1500.0
Ana Padurariu,Senior,Utah,FX,1500.0
Anabelle Dewey,Freshman,Utah State,FX,1500.0
Analiah Solorio,Sophomore,Eastern Michigan,FX,1500.0
Ananya Patanakul,Freshman,Pennsylvania,FX,1500.0
Anelise Johnson,Freshman,Michigan,FX,1500.0
Angelina Hogan,Senior,LIU,FX,1500.0
Anika Most,Sophomore,Kent State,FX,1500.0
Anna Bacott,Sophomore,Air Force,FX,1500.0
Anna Beaudry,Junior,Hamline,FX,1500.0
Anna Flynn Cashion,Sophomore,Kentucky,FX,1500.0
Anna Johnson,Junior,Hamline,FX,1500.0
Anna Kristianson,Sophomore,Air Force,FX,1500.0
Anna Lee Dobson,Sophomore,Cortland State,FX,1500.0
Anna Ockerbloom,Freshman,Cortland State,FX,1500.0
Anna Pearl Stanley,Freshman,North Carolina,FX,1500.0
AnnaLisa Page,Senior,LIU,FX,1500.0
Annalise Newman-Achee,Junior,California,FX,1500.0
Anne MacKenzie,Sophomore,Cornell,FX,1500.0
Annelise Smaby,Senior,Hamline,FX,1500.0
Annie Challman,Junior,New Hampshire,FX,1500.0
Anya Kraenzel,Junior,Ithaca,FX,1500.0
Anya Pilgrim,Junior,Florida,FX,1500.0
Anya Turner,Junior,Georgia,FX,1500.0
Aria Roberts,Sophomore,Cortland State,FX,1500.0
Arianna Ostrum,Freshman,Minnesota,FX,1500.0
Ariel Collum,Freshman,Southern Utah,FX,1500.0
Ashley Carter,Senior,Stanford,FX,1500.0
Ashley Cowan,Senior,LSU,FX,1500.0
Ashley Gallen,Senior,Denver,FX,1500.0
Ashley Locker,Sophomore,LIU,FX,1500.0
Ashley Morgan,Junior,Kent State,FX,1500.0
Ashley Savell,Sophomore,Hamline,FX,1500.0
Ashley Szymanski,Junior,Ball State,FX,1500.0
Ashlyn Pearson,Freshman,Kent State,FX,1500.0
Ashlyn Richards,Freshman,Central Michigan,FX,1500.0
Ashlynd Werner,Freshman,Kent State,FX,1500.0
Ashton Meuret,Junior,Ohio State,FX,1500.0
Aspen Lenczner,Junior,Oklahoma,FX,1500.0
Aspen Tucker,Freshman,George Washington,FX,1500.0
Aubrey Gilliland,Freshman,Nebraska,FX,1500.0
Auden Pederson,Freshman,West Virginia,FX,1500.0
Audrey Brenner,Freshman,Northern Illinois,FX,1500.0
Audrey Guess,Senior,Alaska,FX,1500.0
Audrey Hiatt,Sophomore,Illinois State,FX,1500.0
Audrey Sanger,Sophomore,Michigan,FX,1500.0
Audrey Thomas,Freshman,BYU,FX,1500.0
Aurélie Tran,Sophomore,Iowa,FX,1500.0
Autumn Mickens,Freshman,Texas Woman's,FX,1500.0
Autumn Rardin,Freshman,NC State,FX,1500.0
Autumn Reingold,Freshman,Georgia,FX,1500.0
Autumn Schmidt,Sophomore,Gustavus Adolphus,FX,1500.0
Ava Banks,Freshman,Illinois,FX,1500.0
Ava Callahan,Freshman,UCLA,FX,1500.0
Ava Cash,Freshman,Penn State,FX,1500.0
Ava Harper,Freshman,Towson,FX,1500.0
Ava Hooten,Freshman,Pennsylvania,FX,1500.0
Ava Jackson,Freshman,Ohio State,FX,1500.0
Ava Jordan,Junior,Michigan,FX,1500.0
Ava Jorgensen,Junior,BYU,FX,1500.0
Ava Mabanta,Sophomore,Denver,FX,1500.0
Ava Myers,Sophomore,NC State,FX,1500.0
Ava Piedrahita,Senior,Penn State,FX,1500.0
Ava Schenck-Davis,Sophomore,Cornell,FX,1500.0
Ava Siegfeldt,Senior,Oklahoma,FX,1500.0
Ava Sorrento,Senior,Stanford,FX,1500.0
Ava Stewart,Sophomore,Minnesota,FX,1500.0
Ava Thurston,Freshman,Ball State,FX,1500.0
Ava Walters,Sophomore,Hamline,FX,1500.0
Avalon Campbell,Freshman,Arkansas,FX,1500.0
Avery Bibbey,Senior,Utah State,FX,1500.0
Avery Chambers,Senior,Iowa,FX,1500.0
Avery Compson,Senior,Kent State,FX,1500.0
Avery Hitchcock,Junior,Hamline,FX,1500.0
Avery Kantor,Sophomore,Ball State,FX,1500.0
Avery King,Freshman,Arkansas,FX,1500.0
Avery Marshall,Sophomore,UC Davis,FX,1500.0
Avery Moll,Freshman,Georgia,FX,1500.0
Avery Tillmanns,Junior,Alaska,FX,1500.0
Ayla Acevedo,Sophomore,Missouri,FX,1500.0
Azaraya Ra-Akbar,Freshman,Alabama,FX,1500.0
Bailey Stroud,Freshman,Utah,FX,1500.0
Baylie Belman,Freshman,Ohio State,FX,1500.0
Becca Mitchell,Freshman,Alaska,FX,1500.0
Bella Misiura,Sophomore,Penn State,FX,1500.0
Bella OBryant,Sophomore,NC State,FX,1500.0
Bella Richardson,Freshman,Hamline,FX,1500.0
Berlin Hall,Freshman,Southern Utah,FX,1500.0
Blakely Roten,Freshman,Oklahoma,FX,1500.0
Bradley Burton,Freshman,Arkansas,FX,1500.0
Brandi Kikuno,Junior,California,FX,1500.0
Brantley Lucas,Senior,Boise State,FX,1500.0
Breanna Ford,Freshman,Western Michigan,FX,1500.0
Breanna Varano,Freshman,Temple,FX,1500.0
Brianna Baechle,Freshman,San Jose State,FX,1500.0
Brianna Lucas,Sophomore,Eastern Michigan,FX,1500.0
Brianna Taurek,Sophomore,California,FX,1500.0
Brisa Carraro,Junior,LIU,FX,1500.0
Brissa Portillo,Sophomore,Towson,FX,1500.0
Bronwyn Hoffman,Sophomore,UCLA,FX,1500.0
Brooke Boggess,Freshman,Michigan State,FX,1500.0
Brooke Burkhart,Fifth Year,LIU,FX,1500.0
Brooke Ferrari,Senior,Texas Woman's,FX,1500.0
Brooke Gelesko,Junior,Western Michigan,FX,1500.0
Brooke Gleichowski,Sophomore,Georgia,FX,1500.0
Brooke Irwin,Senior,West Virginia,FX,1500.0
Brooke Maycroft,Junior,Eastern Michigan,FX,1500.0
Brooke Pierson,Freshman,Georgia,FX,1500.0
Brooke Reardon,Senior,Hamline,FX,1500.0
Brooklyn Rowray,Senior,Minnesota,FX,1500.0
Bryce Kupbens,Freshman,Missouri,FX,1500.0
Brylea Johnson,Freshman,Utah State,FX,1500.0
Bryn Bartman,Sophomore,Auburn,FX,1500.0
Brynlee Andersen-Broekman,Junior,BYU,FX,1500.0
Brynn Torry,Freshman,Auburn,FX,1500.0
CaMarah Williams,Freshman,Georgia,FX,1500.0
Cadence Gaumont,Freshman,Sacramento State,FX,1500.0
Cadence Gormley,Junior,Kentucky,FX,1500.0
Cady Chiu,Sophomore,UC Davis,FX,1500.0
Cady Duplissis,Sophomore,Michigan State,FX,1500.0
Caitlin Caserta,Sophomore,Illinois State,FX,1500.0
Caitlin Smith,Junior,Oklahoma,FX,1500.0
Callie Gardner,Sophomore,Kentucky,FX,1500.0
Callie Kauffman,Freshman,Illinois,FX,1500.0
Cally Swaney,Senior,Arkansas,FX,1500.0
Cameron Smith,Sophomore,Ohio State,FX,1500.0
Cami Weaver,Senior,Arkansas,FX,1500.0
Camie Winger,Junior,Utah,FX,1500.0
Camille Lund Rasmussen,Sophomore,LIU,FX,1500.0
Campbell Earley,Junior,Rutgers,FX,1500.0
Camryn Chiu,Freshman,Pitt,FX,1500.0
Camryn Flaherty,Sophomore,Ithaca,FX,1500.0
Camryn Richardson,Sophomore,Oregon State,FX,1500.0
Camryn Rueda,Junior,North Carolina,FX,1500.0
Carilia Martinez,Junior,Southern Utah,FX,1500.0
Carissa Clay,Fifth Year,UCLA,FX,1500.0
Carla Ferzoco,Junior,Pitt,FX,1500.0
Carlee Nelson,Senior,West Virginia,FX,1500.0
Carley Stalder,Freshman,Ball State,FX,1500.0
Carly Banta,Freshman,Hamline,FX,1500.0
Carly Buell,Junior,Boise State,FX,1500.0
Carly Busch,Sophomore,Kentucky,FX,1500.0
Carly Kliewer,Sophomore,LIU,FX,1500.0
Carly Oniki,Senior,Pennsylvania,FX,1500.0
Carmen Riley,Freshman,Arizona,FX,1500.0
Caroline Bowns,Junior,Texas Woman's,FX,1500.0
Caroline Guptill,Freshman,Hamline,FX,1500.0
Caroline Lichtman,Senior,Arizona State,FX,1500.0
Caroline Volk,Sophomore,NC State,FX,1500.0
Caroline Walker,Freshman,Air Force,FX,1500.0
Casey Brown,Senior,California,FX,1500.0
Casey Mooney,Freshman,Western Michigan,FX,1500.0
Cassie Lee,Sophomore,Iowa,FX,1500.0
Catherine O'Rourke,Senior,George Washington,FX,1500.0
Cecilia Athie,Freshman,Gustavus Adolphus,FX,1500.0
Cecily Rizo,Junior,Kentucky,FX,1500.0
Celia Trotter,Junior,Towson,FX,1500.0
Charley Laufer,Freshman,Utah State,FX,1500.0
Charlotte Booth,Freshman,Auburn,FX,1500.0
Charlotte Gray,Freshman,Washington,FX,1500.0
Charlotte Ritchey,Freshman,Maryland,FX,1500.0
Charniya Brown,Senior,Bowling Green,FX,1500.0
Chase Brock,Fifth Year,LSU,FX,1500.0
Chayse Williams,Sophomore,Towson,FX,1500.0
Chelsea Boyer,Junior,Air Force,FX,1500.0
Chelsea Hallinan,Junior,Washington,FX,1500.0
Chelsea Southam,Senior,Utah State,FX,1500.0
Chelsey Dennis,Junior,Maryland,FX,1500.0
Chelsey Dennis,Junior,Maryland,FX,1500.0
Chesney Bennett,Sophomore,Kentucky,FX,1500.0
Chiara Andrew,Freshman,BYU,FX,1500.0
Chloe Cohen,Junior,Sacramento State,FX,1500.0
Chloe Frank,Senior,San Jose State,FX,1500.0
Chloe Gann,Freshman,UC Davis,FX,1500.0
Chloee Hoke,Junior,BYU,FX,1500.0
Ciena Alipio,Senior,UCLA,FX,1500.0
Clara Gilles,Freshman,Hamline,FX,1500.0
Clara Jones,Freshman,Cornell,FX,1500.0
Clara Raposo,Sophomore,Utah,FX,1500.0
Clara Wallace,Junior,Air Force,FX,1500.0
Claudia Lessig,Junior,Alaska,FX,1500.0
Cléante Théorêt,Sophomore,New Hampshire,FX,1500.0
Corinne Bunagan,Fifth Year,Alabama,FX,1500.0
Courtney Blackson,Fifth Year,LSU,FX,1500.0
Courtney McCann,Junior,Ohio State,FX,1500.0
Courtney Woods,Senior,Illinois State,FX,1500.0
Csenge Bácskay,Senior,Georgia,FX,1500.0
Dahlia Jhaveri,Sophomore,Cornell,FX,1500.0
Daisy Bowles,Freshman,Iowa,FX,1500.0
Daisy Stephenson,Freshman,BYU,FX,1500.0
Dakota Essenpries,Junior,Missouri,FX,1500.0
Danae Fletcher,Fifth Year,Oklahoma,FX,1500.0
Dani Fuertez,Junior,Kent State,FX,1500.0
Dani Latronica,Sophomore,Penn State,FX,1500.0
Darbi Simcox,Freshman,Pitt,FX,1500.0
Deb Silva,Sophomore,BYU,FX,1500.0
Deiah Moody,Fifth Year,Washington,FX,1500.0
Delaney McMahon,Junior,Ball State,FX,1500.0
Delaney Reeves,Sophomore,Boise State,FX,1500.0
Delanie Kelly,Freshman,Arizona State,FX,1500.0
Derin Tanriyasükür,Freshman,Alabama,FX,1500.0
Desiree Abron,Freshman,Ithaca,FX,1500.0
Destiny Denning,Junior,Illinois,FX,1500.0
Devyn Robinson,Freshman,UC Davis,FX,1500.0
Dylan Shields,Freshman,Air Force,FX,1500.0
Eden Stippick,Freshman,LIU,FX,1500.0
Eden Webster,Sophomore,West Virginia,FX,1500.0
Eilyn Doe,Freshman,Pennsylvania,FX,1500.0
Elena Bailey,Fifth Year,Hamline,FX,1500.0
Elena Brian,Freshman,Washington,FX,1500.0
Elise Ritzenthaler,Sophomore,Eastern Michigan,FX,1500.0
Elizabeth Blessey,Sophomore,Oklahoma,FX,1500.0
Elizabeth Gantner,Junior,Utah,FX,1500.0
Elizabeth Lassila,Sophomore,Air Force,FX,1500.0
Elizabeth Strohecker,Freshman,NC State,FX,1500.0
Ella Fox,Freshman,Cornell,FX,1500.0
Ella Nash,Senior,Gustavus Adolphus,FX,1500.0
Ella Power,Junior,San Jose State,FX,1500.0
Ella Roberts,Freshman,Iowa State,FX,1500.0
Elle Bragga,Freshman,Arizona,FX,1500.0
Ellery Werner,Senior,Northern Illinois,FX,1500.0
Elli Schnieders,Sophomore,Greenville,FX,1500.0
Ellie Ermisch,Freshman,BYU,FX,1500.0
Ellie Monahan,Sophomore,Penn State,FX,1500.0
Ellie Thomson,Senior,Southern Utah,FX,1500.0
Ellie Topchishvili,Freshman,Kentucky,FX,1500.0
Ellie Weaver,Senior,Oregon State,FX,1500.0
Elliot Bringhurst,Junior,Southern Utah,FX,1500.0
Ellorie Cane,Sophomore,LIU,FX,1500.0
Elly Eenhuis,Sophomore,Texas Woman's,FX,1500.0
Elly King,Junior,North Carolina,FX,1500.0
Emalee Frost,Senior,Nebraska,FX,1500.0
Emerson Fisk,Freshman,NC State,FX,1500.0
Emili Horike,Freshman,Ithaca,FX,1500.0
Emilie Chandler,Freshman,BYU,FX,1500.0
Emily Baradic,Freshman,Cortland State,FX,1500.0
Emily Countryman,Freshman,Sacramento State,FX,1500.0
Emily DeFrees,Freshman,Maryland,FX,1500.0
Emily Ford,Junior,Brown,FX,1500.0
Emily Gianfrancesco,Sophomore,Bowling Green,FX,1500.0
Emily Joyce,Senior,Cornell,FX,1500.0
Emily Kobusky,Senior,Ithaca,FX,1500.0
Emma Brannon,Sophomore,Greenville,FX,1500.0
Emma Duerre,Freshman,Towson,FX,1500.0
Emma Garner,Freshman,George Washington,FX,1500.0
Emma Grace Boyd,Junior,Auburn,FX,1500.0
Emma Lehan,Freshman,Air Force,FX,1500.0
Emma Malewski,Freshman,Clemson,FX,1500.0
Emma Mason,Sophomore,Georgia,FX,1500.0
Emma Misenheimer,Junior,Michigan State,FX,1500.0
Emma Nipper,Sophomore,Southern Utah,FX,1500.0
Emma Reathaford,Freshman,Temple,FX,1500.0
Emma Schrady,Senior,Washington,FX,1500.0
Emma Slevin,Junior,Minnesota,FX,1500.0
Emma Wehry,Junior,Auburn,FX,1500.0
Emma Witterstaetter,Junior,Hamline,FX,1500.0
Erin McDermott,Freshman,Air Force,FX,1500.0
Estee Goltsman,Sophomore,Western Michigan,FX,1500.0
Evelyn DeYoung,Freshman,Washington,FX,1500.0
Faith Lerro,Fifth Year,Pitt,FX,1500.0
Farah Lipetz,Senior,Michigan,FX,1500.0
Faye Dubin,Junior,Bowling Green,FX,1500.0
Faye Jones,Junior,Greenville,FX,1500.0
Felicia Poblete,Senior,Towson,FX,1500.0
Finley Weldon,Freshman,Iowa State,FX,1500.0
Francesca Caso,Senior,Oregon State,FX,1500.0
Frederique Sgarbossa,Sophomore,Iowa State,FX,1500.0
Gabby Disidore,Junior,Florida,FX,1500.0
Gabby Espinoza,Sophomore,Kent State,FX,1500.0
Gabby Ladanyi,Junior,Alabama,FX,1500.0
Gabby Linden,Sophomore,Temple,FX,1500.0
Gabby Mautner,Sophomore,Brown,FX,1500.0
Gabby Ruseva,Freshman,Texas Woman's,FX,1500.0
Gabby Van Frayen,Freshman,Kentucky,FX,1500.0
Gabi Ortiz,Junior,Michigan State,FX,1500.0
Gabriella Hartley,Senior,Air Force,FX,1500.0
Gabrielle Gauger,Freshman,Michigan,FX,1500.0
Gabrielle Johnson,Junior,Central Michigan,FX,1500.0
Gaby Alvarez,Freshman,Iowa State,FX,1500.0
Genae Daniel,Junior,Eastern Michigan,FX,1500.0
Genesis PeBenito,Freshman,San Jose State,FX,1500.0
Georgie Slack,Freshman,Eastern Michigan,FX,1500.0
Gianna Gerdes,Fifth Year,Minnesota,FX,1500.0
Gianna Martoccia,Sophomore,Brown,FX,1500.0
Gianna Ruffing,Junior,Maryland,FX,1500.0
Gianna Scivetti,Freshman,Ithaca,FX,1500.0
Gianna Silva,Sophomore,Temple,FX,1500.0
Giavanna Tatone,Freshman,Oregon State,FX,1500.0
Ginger Richards,Junior,Rutgers,FX,1500.0
Giulianna Fiorillo,Sophomore,Oregon State,FX,1500.0
Grace Anne Davis,Fifth Year,Missouri,FX,1500.0
Grace Drexler,Sophomore,Arkansas,FX,1500.0
Grace Knurek,Junior,Kent State,FX,1500.0
Grace LaCrosse,Junior,Clemson,FX,1500.0
Grace McLean,Freshman,Cornell,FX,1500.0
Grace Suchecki,Sophomore,Ball State,FX,1500.0
Grace Walker,Junior,Ohio State,FX,1500.0
Gracie Long,Sophomore,BYU,FX,1500.0
Gwen Ockerbloom,Junior,New Hampshire,FX,1500.0
Gwendelyn Cantu,Junior,Eastern Michigan,FX,1500.0
Hadassah Diggs,Freshman,Fisk,FX,1500.0
Hailee Bowen,Freshman,Nebraska,FX,1500.0
Hailey Best,Sophomore,Temple,FX,1500.0
Hailey Henry,Freshman,Gustavus Adolphus,FX,1500.0
Hailey Santana,Sophomore,Air Force,FX,1500.0
Haleigh Welch,Sophomore,LIU,FX,1500.0
Haley Fichiera,Freshman,Washington,FX,1500.0
Haley Mendoza,Freshman,West Virginia,FX,1500.0
Haley Mustari,Freshman,LSU,FX,1500.0
Haley Suzuki,Sophomore,George Washington,FX,1500.0
Haley Zampella,Sophomore,Northern Illinois,FX,1500.0
Hali Seligman,Junior,Ithaca,FX,1500.0
Halle Gregoire,Junior,Arizona State,FX,1500.0
Hallie Copperwheat,Senior,Pitt,FX,1500.0
Hannah Aoki,Freshman,North Carolina,FX,1500.0
Hannah Clark,Sophomore,Clemson,FX,1500.0
Hannah Hagle,Senior,Auburn,FX,1500.0
Hannah Lemon,Senior,Hamline,FX,1500.0
Hannah Rojo,Freshman,Alaska,FX,1500.0
Hannah Scheible,Junior,Oklahoma,FX,1500.0
Hannah Sitzman,Junior,Sacramento State,FX,1500.0
Hannah Stallings,Senior,Temple,FX,1500.0
Harley Tomlin,Sophomore,Georgia,FX,1500.0
Harmony Haro,Freshman,Temple,FX,1500.0
Harmony Webster,Senior,Rutgers,FX,1500.0
Hattie Wright,Junior,Utah State,FX,1500.0
Haylen Zabrowski,Junior,Michigan,FX,1500.0
Hayli Westerlind,Freshman,Missouri,FX,1500.0
Hazel Smith,Freshman,BYU,FX,1500.0
Heidi Schultz,Senior,Kent State,FX,1500.0
Holly Snyder,Junior,Georgia,FX,1500.0
Hurley Snow,Sophomore,Oklahoma,FX,1500.0
Isabel Biro,Freshman,Michigan State,FX,1500.0
Isabel Sikon,Junior,Nebraska,FX,1500.0
Isabella Ciolfi,Freshman,Western Michigan,FX,1500.0
Isabella Delarosa,Freshman,Boise State,FX,1500.0
Isabella Edralin,Freshman,Kentucky,FX,1500.0
Isabella Hoskins,Sophomore,Air Force,FX,1500.0
Isabella Kowan,Senior,Arizona State,FX,1500.0
Isabella Marques,Sophomore,Kent State,FX,1500.0
Isabella Nguyen,Freshman,Minnesota,FX,1500.0
Isabella Rivelli,Senior,Kentucky,FX,1500.0
Isabella Savino,Senior,LIU,FX,1500.0
Isabella Sissi,Senior,Northern Illinois,FX,1500.0
Isabella Trostel,Junior,Michigan State,FX,1500.0
Ja' Free Scott,Senior,Georgia,FX,1500.0
Jackie Tunney,Junior,Pennsylvania,FX,1500.0
