Player Name,Year,Team,Event,Price
Jaime Pratt,Junior,Pitt,VT,4000.0
Jocelyn Sasson,Freshman,Florida,VT,4000.0
Kaia Tanskanen,Sophomore,Missouri,VT,4000.0
Kaitlyn Driessen,Sophomore,Sacramento State,VT,4000.0
Kalea McElligott,Junior,Penn State,VT,4000.0
Karli Mercer,Sophomore,Ball State,VT,4000.0
Kasey Burke,Senior,George Washington,VT,4000.0
Katelyn Rosen,Junior,UCLA,VT,4000.0
Kaylie Medrano,Sophomore,Utah State,VT,4000.0
Kendra Chang,Sophomore,Stanford,VT,4000.0
Kennedy Duke,Junior,Pitt,VT,4000.0
Kimberly Smith,Senior,Arizona State,VT,4000.0
Kira Bolden,Junior,Washington,VT,4000.0
Konnor McClain,Junior,LSU,VT,4000.0
Kylee Greene,Senior,Air Force,VT,4000.0
Kylie Eaquinto,Senior,BYU,VT,4000.0
Lauren Pearl,Fifth Year,Minnesota,VT,4000.0
Lauren Wright,Junior,North Carolina State,VT,4000.0
Lex Mouyenga,Sophomore,Washington,VT,4000.0
Lia Kmieciak,Fifth Year,Central Michigan,VT,4000.0
Lilia Cosman,Freshman,Michigan State,VT,4000.0
Lilia Purler,Junior,Arizona State,VT,4000.0
Lillian Jennejohn,Freshman,Ohio State,VT,4000.0
Lily Thaxton,Freshman,Kentucky,VT,4000.0
Lindsay Girard,Junior,Ball State,VT,4000.0
Logan Buckmon,Junior,Maryland,VT,4000.0
Lola Montevago,Sophomore,George Washington,VT,4000.0
Mackenzie Kelly,Junior,Southern Utah,VT,4000.0
Madison Ulrich,Junior,LSU,VT,4000.0
Manama Fofana,Sophomore,Pennsylvania,VT,4000.0
Mareli Muller,Junior,Illinois,VT,4000.0
Mary McDonough,Junior,Washington,VT,4000.0
McCall McMullen,Junior,New Hampshire,VT,4000.0
Meg Adler,Senior,North Carolina State,VT,4000.0
Megan Bingham,Senior,Maryland,VT,4000.0
Megan Steensland,Senior,Minnesota,VT,4000.0
Mia Hampton,Sophomore,Southern Utah,VT,4000.0
Mikaela Pitts,Senior,San Jose State,VT,4000.0
Mya Kirkham,Sophomore,BYU,VT,4000.0
Mya Migliore,Senior,Kent State,VT,4000.0
Naya Howard,Senior,Michigan State,VT,4000.0
Nicole Desmond,Freshman,Oklahoma,VT,4000.0
Nina Ballou,Freshman,LSU,VT,4000.0
Niya Randolph,Junior,Southern Utah,VT,4000.0
Noelle Ball,Sophomore,Boise State,VT,4000.0
Norah Christian,Freshman,Utah,VT,4000.0
Nyla Morabito,Junior,Utah State,VT,4000.0
Olivia Buckner,Junior,Oregon State,VT,4000.0
Olivia Reardon,Fifth Year,San Jose State,VT,4000.0
Paige Thaxton,Senior,Michigan,VT,4000.0
Paige Wills,Freshman,Iowa State,VT,4000.0
Peyton Davis,Sophomore,Michigan,VT,4000.0
Rachael Riley,Senior,Rutgers,VT,4000.0
Rayna Engelmayer,Sophomore,Maryland,VT,4000.0
Renee Schugman,Fifth Year,Temple,VT,4000.0
Ryan Noonan,Sophomore,Kentucky,VT,4000.0
Rylin Zimmerman,Senior,Sacramento State,VT,4000.0
Sarah Lutrel,Senior,Sacramento State,VT,4000.0
Scarlett Sonnenberg,Freshman,BYU,VT,4000.0
Shyla Bhatia,Senior,Denver,VT,4000.0
Sophia Isbell,Junior,Texas Woman's,VT,4000.0
Sophie Derr,Junior,Arizona,VT,4000.0
Ui Soma,Sophomore,Stanford,VT,4000.0
Whitney Jencks,Junior,Nebraska,VT,4000.0
Abby Brushwood,Junior,Eastern Michigan,VT,2000.0
Addison Bare,Freshman,Arkansas,VT,2000.0
Addy Rothstein,Junior,Cornell,VT,2000.0
Alaina Reid,Sophomore,Texas Woman's,VT,2000.0
Alana Kim,Junior,UC Davis,VT,2000.0
Allison Cucci,Freshman,Arkansas,VT,2000.0
Amara Nelson,Junior,Greenville,VT,2000.0
Ashley Morgan,Junior,Kent State,VT,2000.0
Avah Reichow,Sophomore,UC Davis,VT,2000.0
Avalon Campbell,Freshman,Arkansas,VT,2000.0
Avery Byun,Junior,Cornell,VT,2000.0
Avery Compson,Senior,Kent State,VT,2000.0
Avery King,Freshman,Arkansas,VT,2000.0
Bailey Upton,Sophomore,Texas Woman's,VT,2000.0
Bradley Burton,Freshman,Arkansas,VT,2000.0
Bronwyn Hoffman,Sophomore,UCLA,VT,2000.0
Brooke Burkhart,Fifth Year,LIU,VT,2000.0
Caitlin McWilliams,Senior,Washington,VT,2000.0
Cami Whitaker,Senior,Cornell,VT,2000.0
Carlee Nelson,Senior,West Virginia,VT,2000.0
Charniya Brown,Senior,Bowling Green,VT,2000.0
Chloe Hammond,Junior,Iowa State,VT,2000.0
Ciniah Rosby,Junior,Fisk,VT,2000.0
Dahlia Jhaveri,Sophomore,Cornell,VT,2000.0
Dawsyn Sallee,Sophomore,Northern Illinois,VT,2000.0
Delaney Adrian,Sophomore,Rutgers,VT,2000.0
Delaynee Rodriguez,Junior,Kentucky,VT,2000.0
Eleanor Wyly,Sophomore,UC Davis,VT,2000.0
Felicia Poblete,Senior,Towson,VT,2000.0
Gianna Mirigliano,Senior,Cortland State,VT,2000.0
Giavanna Tatone,Freshman,Oregon State,VT,2000.0
Giulianna Fiorillo,Sophomore,Oregon State,VT,2000.0
Grace Drexler,Sophomore,Arkansas,VT,2000.0
Grace Murray,Senior,Ithaca,VT,2000.0
Gwendelyn Cantu,Junior,Eastern Michigan,VT,2000.0
Hailey Santana,Sophomore,Air Force,VT,2000.0
Hannah Boyd,Sophomore,Alaska,VT,2000.0
Hannah Weklar,Sophomore,Temple,VT,2000.0
Harmony Haro,Freshman,Temple,VT,2000.0
Jamilia Duffus,Junior,Alaska,VT,2000.0
Ja’Leigh Lang,Sophomore,Arkansas,VT,2000.0
Jocelyn Harbeck,Junior,Northern Illinois,VT,2000.0
Josephine Kogler,Fifth Year,Maryland,VT,2000.0
Julianna Weeks,Sophomore,Arkansas,VT,2000.0
Kaira Cartwright,Sophomore,LIU,VT,2000.0
Katie Rude,Freshman,Oregon State,VT,2000.0
Kaviana Jurries,Sophomore,San Jose State,VT,2000.0
Kaylee Cheek,Freshman,Oregon State,VT,2000.0
Keira Thornton,Junior,Bowling Green,VT,2000.0
Kristin Lin,Junior,Washington,VT,2000.0
Kyrie Lowe,Senior,Eastern Michigan,VT,2000.0
Leah Moreno,Senior,New Hampshire,VT,2000.0
Lexi Frank,Sophomore,Sacramento State,VT,2000.0
Lila Pileggi,Freshman,Pitt,VT,2000.0
Lisa Chevaire,Sophomore,Rutgers,VT,2000.0
Luciana Alvarado-Reid,Senior,Central Michigan,VT,2000.0
Madison Coburn,Senior,Bowling Green,VT,2000.0
Madison Gustitus,Sophomore,Arkansas,VT,2000.0
Madisyn Anyimi,Senior,UCLA,VT,2000.0
"Maisel, Sophia",Junior,Arizona,VT,2000.0
Maribelle Albert,Sophomore,Alaska,VT,2000.0
"Martin, Abigayle",Junior,Arizona,VT,2000.0
"Mead, Delaney",Freshman,Arizona,VT,2000.0
Megan Dzialo,Junior,Bowling Green,VT,2000.0
Mya Gordon,Sophomore,Illinois,VT,2000.0
Nastia Rudnitskaya,Senior,Kent State,VT,2000.0
Natalie Steed,Junior,Ithaca,VT,2000.0
Nola Matthews,Freshman,UCLA,VT,2000.0
Olivia Giunta,Freshman,Pitt,VT,2000.0
Olivia Raife,Junior,Air Force,VT,2000.0
Paloma Spiridonova,Freshman,Oregon State,VT,2000.0
Paulina Vargas,Sophomore,Oregon State,VT,2000.0
"Puleo, Hillary",Freshman,Arizona,VT,2000.0
Rachel Miller,Senior,Greenville,VT,2000.0
Rafaela O'Neill,Freshman,Oregon State,VT,2000.0
Reese Toland,Freshman,Towson,VT,2000.0
Reina Marchal,Sophomore,Oregon State,VT,2000.0
Riley Jandorf,Freshman,Arkansas,VT,2000.0
Riley Jenkins,Sophomore,UCLA,VT,2000.0
"Rock, Amelia",Sophomore,Arizona,VT,2000.0
Samantha Meadows,Junior,Cortland State,VT,2000.0
Samantha Shannon,Junior,Central Michigan,VT,2000.0
Sammie Wolff,Sophomore,Illinois State,VT,2000.0
Sarah Willis,Senior,Air Force,VT,2000.0
Serena Mullin,Senior,New Hampshire,VT,2000.0
Sienna Zuccaro,Sophomore,Pennsylvania,VT,2000.0
"Silvers, Jillian",Sophomore,Arizona,VT,2000.0
"Smith, Sadie",Sophomore,Arizona,VT,2000.0
Sophia Dewar,Senior,Brown,VT,2000.0
Sophia Kaloudis,Sophomore,Oregon State,VT,2000.0
Sophie Schriever,Freshman,Iowa,VT,2000.0
"Stephens, Sophia",Senior,Arizona,VT,2000.0
"Strom, Emma",Senior,Arizona,VT,2000.0
Summer Ruskey,Senior,Temple,VT,2000.0
Sydney Kho,Senior,Boise State,VT,2000.0
Tayah Graham,Sophomore,Cortland State,VT,2000.0
Taylor McMahon,Freshman,Oregon State,VT,2000.0
Taylor Tuohy,Sophomore,West Virginia,VT,2000.0
Tessa Sutton,Senior,Cortland State,VT,2000.0
Trista Goodman,Senior,Southern Utah,VT,2000.0
Umi El Mammann,Senior,Brown,VT,2000.0
Verena Wong,Sophomore,Alaska,VT,2000.0
Zoe Claiborne,Sophomore,LIU,VT,2000.0
Zoe Safran,Sophomore,George Washington,VT,2000.0
Abbey Harris,Sophomore,Illinois State,VT,1500.0
Abbey Scanlon,Senior,California,VT,1500.0
Abbi Ryssman,Freshman,Utah,VT,1500.0
Abby Bednar,Sophomore,Michigan State,VT,1500.0
Abby Izaks,Sophomore,Central Michigan,VT,1500.0
Abby Scherban,Freshman,New Hampshire,VT,1500.0
Abby Steeley,Junior,Denver,VT,1500.0
Aberdeen O'Driscoll,Sophomore,Georgia,VT,1500.0
Abril Toscanini,Freshman,Rutgers,VT,1500.0
Adasyn Tackett,Freshman,North Carolina State,VT,1500.0
Addi Doan,Freshman,Texas Woman's,VT,1500.0
Addi Watson,Freshman,Ohio State,VT,1500.0
Addie Hewitt,Senior,Denver,VT,1500.0
Addie Tandeski,Freshman,Bowling Green,VT,1500.0
Addilyn Glazier,Sophomore,BYU,VT,1500.0
Addison Lawrence,Senior,Missouri,VT,1500.0
Addisyn Hofseth,Freshman,Kentucky,VT,1500.0
Addy Whiteside,Sophomore,Brown,VT,1500.0
Adele Ossi,Freshman,Arizona State,VT,1500.0
Adia Friesen,Junior,UC Davis,VT,1500.0
Adriana Consoli,Freshman,Auburn,VT,1500.0
Adysen Mazzoni,Freshman,Eastern Michigan,VT,1500.0
Ahnna Kalmes,Freshman,Nebraska,VT,1500.0
Ainsley Greever,Junior,Arizona,VT,1500.0
Aislyn LaBadie,Senior,Ball State,VT,1500.0
Aiyana Thomas,Sophomore,Fisk,VT,1500.0
Alana Anderson,Senior,Northern Illinois,VT,1500.0
Alauna Simms,Senior,Ball State,VT,1500.0
Ale Alvarez,Freshman,Iowa State,VT,1500.0
Alea Byrne,Senior,Illinois,VT,1500.0
Alessia Russo,Junior,Greenville,VT,1500.0
Alex Irvine,Junior,Auburn,VT,1500.0
Alex Routsis,Junior,Southern Utah,VT,1500.0
Alexa Chuy,Junior,George Washington,VT,1500.0
Alexa D'Andrea,Freshman,New Hampshire,VT,1500.0
Alexa Rose Pahila,Junior,Cortland State,VT,1500.0
Alexa Shields,Junior,Brown,VT,1500.0
Alexandra Karkowski,Freshman,Alaska,VT,1500.0
Alexandra Reddick,Freshman,Central Michigan,VT,1500.0
Alexandria Zambrano,Freshman,Penn State,VT,1500.0
Alexia Zakaryan,Freshman,George Washington,VT,1500.0
Alexis Czarrunchick,Sophomore,Maryland,VT,1500.0
Alexis Jeffrey,Fifth Year,LSU,VT,1500.0
Alianna Valdez,Freshman,Utah State,VT,1500.0
Alilah Alvarado,Junior,BYU,VT,1500.0
Alina Danlichenko,Junior,LIU,VT,1500.0
Alisha Werlen,Senior,Pennsylvania,VT,1500.0
Alisia Murray,Sophomore,Central Michigan,VT,1500.0
Alison Mun,Freshman,George Washington,VT,1500.0
Aliyah Kelly,Freshman,Northern Illinois,VT,1500.0
Aliyah Kelly,Freshman,Northern Illinois,VT,1500.0
Allie Call,Sophomore,Kent State,VT,1500.0
Allie Gard,Senior,Nebraska,VT,1500.0
Allie Misenheimer,Sophomore,Air Force,VT,1500.0
Ally Lau,Junior,Illinois State,VT,1500.0
Alyse Karenbauer,Junior,Iowa,VT,1500.0
Alyssa Arana,Junior,Florida,VT,1500.0
Alyssa Fernandez,Junior,Southern Utah,VT,1500.0
Alyssa Kramer,Junior,Penn State,VT,1500.0
Alyssa Orgen,Sophomore,Kentucky,VT,1500.0
Alyssa Rosen,Senior,Pennsylvania,VT,1500.0
Alyssa Sciulli,Senior,Gustavus Adolphus,VT,1500.0
Amanda Scheuerman,Junior,Temple,VT,1500.0
Amane' Glenn,Sophomore,Texas Woman's,VT,1500.0
Amani Herring,Senior,Penn State,VT,1500.0
Amari Evans,Fifth Year,Utah State,VT,1500.0
Amber Lowe,Junior,West Virginia,VT,1500.0
Amelia Lannon,Freshman,New Hampshire,VT,1500.0
Amelia Rieder,Senior,Southern Utah,VT,1500.0
Amy Fukami,Sophomore,Michigan,VT,1500.0
Amy Hamilton,Junior,Cortland State,VT,1500.0
Amy Robins,Freshman,Western Michigan,VT,1500.0
Amy Wier,Senior,Missouri,VT,1500.0
Amy Wozniak,Senior,North Carolina,VT,1500.0
Ana Kenefick,Fifth Year,Towson,VT,1500.0
Ana Padurariu,Senior,Utah,VT,1500.0
Anabelle Dewey,Freshman,Utah State,VT,1500.0
Analiah Solorio,Sophomore,Eastern Michigan,VT,1500.0
Ananya Patanakul,Freshman,Pennsylvania,VT,1500.0
Anelise Johnson,Freshman,Michigan,VT,1500.0
Angelina Hogan,Senior,LIU,VT,1500.0
Anika Most,Sophomore,Kent State,VT,1500.0
Anna Bacott,Sophomore,Air Force,VT,1500.0
Anna Beaudry,Junior,Hamline,VT,1500.0
Anna Ferguson,Senior,Boise State,VT,1500.0
Anna Flynn Cashion,Sophomore,Kentucky,VT,1500.0
Anna Johnson,Junior,Hamline,VT,1500.0
Anna Kristianson,Sophomore,Air Force,VT,1500.0
Anna Lee Dobson,Sophomore,Cortland State,VT,1500.0
Anna Ockerbloom,Freshman,Cortland State,VT,1500.0
Anna Pearl Stanley,Freshman,North Carolina,VT,1500.0
AnnaLisa Page,Senior,LIU,VT,1500.0
Annalise Newman-Achee,Junior,California,VT,1500.0
Anne MacKenzie,Sophomore,Cornell,VT,1500.0
Annelise Smaby,Senior,Hamline,VT,1500.0
Annie Challman,Junior,New Hampshire,VT,1500.0
Anya Kraenzel,Junior,Ithaca,VT,1500.0
Anya Turner,Junior,Georgia,VT,1500.0
Aria Roberts,Sophomore,Cortland State,VT,1500.0
Ariana DeSouza,Senior,Alaska,VT,1500.0
Ariel Collum,Freshman,Southern Utah,VT,1500.0
Ashley Carter,Senior,Stanford,VT,1500.0
Ashley Cowan,Senior,LSU,VT,1500.0
Ashley Gallen,Senior,Denver,VT,1500.0
Ashley Locker,Sophomore,LIU,VT,1500.0
Ashley Maul,Junior,Penn State,VT,1500.0
Ashley Savell,Sophomore,Hamline,VT,1500.0
Ashley Szymanski,Junior,Ball State,VT,1500.0
Ashlie Leage,Sophomore,Greenville,VT,1500.0
Ashlyn Pearson,Freshman,Kent State,VT,1500.0
Ashlyn Richards,Freshman,Central Michigan,VT,1500.0
Ashlynd Werner,Freshman,Kent State,VT,1500.0
Ashton Meuret,Junior,Ohio State,VT,1500.0
Aspen Lenczner,Junior,Oklahoma,VT,1500.0
Aspen Tucker,Freshman,George Washington,VT,1500.0
Athena Jones,Junior,Sacramento State,VT,1500.0
Aubree Guinee,Sophomore,Iowa State,VT,1500.0
Aubrey Gilliland,Freshman,Nebraska,VT,1500.0
Aubrey Krohnfeldt,Sophomore,Arizona,VT,1500.0
Auden Pederson,Freshman,West Virginia,VT,1500.0
Audrey Guess,Senior,Alaska,VT,1500.0
Audrey Hiatt,Sophomore,Illinois State,VT,1500.0
Audrey Sanger,Sophomore,Michigan,VT,1500.0
Audrey Thomas,Freshman,BYU,VT,1500.0
Aurélie Tran,Sophomore,Iowa,VT,1500.0
Autumn Adkins,Junior,Cortland State,VT,1500.0
Autumn Mickens,Freshman,Texas Woman's,VT,1500.0
Autumn Rardin,Freshman,North Carolina State,VT,1500.0
Autumn Reingold,Freshman,Georgia,VT,1500.0
Autumn Schmidt,Sophomore,Gustavus Adolphus,VT,1500.0
Ava Banks,Freshman,Illinois,VT,1500.0
Ava Callahan,Freshman,UCLA,VT,1500.0
Ava Cash,Freshman,Penn State,VT,1500.0
Ava East,Sophomore,San Jose State,VT,1500.0
Ava Hooten,Freshman,Pennsylvania,VT,1500.0
Ava Jackson,Freshman,Ohio State,VT,1500.0
Ava Johnson,Sophomore,San Jose State,VT,1500.0
Ava Mabanta,Sophomore,Denver,VT,1500.0
Ava Molina,Junior,Ball State,VT,1500.0
Ava Piedrahita,Senior,Penn State,VT,1500.0
Ava Schenck-Davis,Sophomore,Cornell,VT,1500.0
Ava Siegfeldt,Senior,Oklahoma,VT,1500.0
Ava Sorrento,Senior,Stanford,VT,1500.0
Ava Thurston,Freshman,Ball State,VT,1500.0
Ava Walters,Sophomore,Hamline,VT,1500.0
Avery Bibbey,Senior,Utah State,VT,1500.0
Avery Hitchcock,Junior,Hamline,VT,1500.0
Avery Kantor,Sophomore,Ball State,VT,1500.0
Avery Marshall,Sophomore,UC Davis,VT,1500.0
Avery Moll,Freshman,Georgia,VT,1500.0
Avery Tillmanns,Junior,Alaska,VT,1500.0
Avery Walters,Sophomore,Brown,VT,1500.0
Ayla Acevedo,Sophomore,Missouri,VT,1500.0
Ayumi Oshiro,Junior,UC Davis,VT,1500.0
Bailey Bourgeois,Junior,Texas Woman's,VT,1500.0
Baylie Belman,Freshman,Ohio State,VT,1500.0
Becca Mitchell,Freshman,Alaska,VT,1500.0
Bella Misiura,Sophomore,Penn State,VT,1500.0
Bella OBryant,Sophomore,North Carolina State,VT,1500.0
Bella Richardson,Freshman,Hamline,VT,1500.0
Berlin Hall,Freshman,Southern Utah,VT,1500.0
Blake Pascal,Fifth Year,Boise State,VT,1500.0
Blakely Roten,Freshman,Oklahoma,VT,1500.0
Brandi Kikuno,Junior,California,VT,1500.0
Brantley Lucas,Senior,Boise State,VT,1500.0
Breanna Ford,Freshman,Western Michigan,VT,1500.0
Breanna Varano,Freshman,Temple,VT,1500.0
Breeann Spain,Senior,Alaska,VT,1500.0
Brianna Baechle,Freshman,San Jose State,VT,1500.0
Brianna Lucas,Sophomore,Eastern Michigan,VT,1500.0
Brianna Taurek,Sophomore,California,VT,1500.0
Brie Clark,Senior,Clemson,VT,1500.0
Brisa Carraro,Junior,LIU,VT,1500.0
Brissa Portillo,Sophomore,Towson,VT,1500.0
Brooke Boggess,Freshman,Michigan State,VT,1500.0
Brooke Donabedian,Fifth Year,Temple,VT,1500.0
Brooke Ferrari,Senior,Texas Woman's,VT,1500.0
Brooke Gleichowski,Sophomore,Georgia,VT,1500.0
Brooke Irwin,Senior,West Virginia,VT,1500.0
Brooke Izzo,Junior,George Washington,VT,1500.0
Brooke Maycroft,Junior,Eastern Michigan,VT,1500.0
Brooke Reardon,Senior,Hamline,VT,1500.0
Brooklyn Rowray,Senior,Minnesota,VT,1500.0
Bryce Kupbens,Freshman,Missouri,VT,1500.0
Brylea Johnson,Freshman,Utah State,VT,1500.0
Bryn Bartman,Sophomore,Auburn,VT,1500.0
Brynlee Andersen-Broekman,Junior,BYU,VT,1500.0
CJ Keuneke,Sophomore,California,VT,1500.0
CaMarah Williams,Freshman,Georgia,VT,1500.0
Cadence Gaumont,Freshman,Sacramento State,VT,1500.0
Cadence Gormley,Junior,Kentucky,VT,1500.0
Cady Chiu,Sophomore,UC Davis,VT,1500.0
Cady Duplissis,Sophomore,Michigan State,VT,1500.0
Cailey Price,Junior,Hamline,VT,1500.0
Caitlin Caserta,Sophomore,Illinois State,VT,1500.0
Caitlin Smith,Junior,Oklahoma,VT,1500.0
Callie Kauffman,Freshman,Illinois,VT,1500.0
Cally Swaney,Senior,Arkansas,VT,1500.0
Camille Lund Rasmussen,Sophomore,LIU,VT,1500.0
Campbell Earley,Junior,Rutgers,VT,1500.0
Camryn Chiu,Freshman,Pitt,VT,1500.0
Camryn Flaherty,Sophomore,Ithaca,VT,1500.0
Camryn Rueda,Junior,North Carolina,VT,1500.0
Cara Wong,Sophomore,Gustavus Adolphus,VT,1500.0
Carilia Martinez,Junior,Southern Utah,VT,1500.0
Carissa Clay,Fifth Year,UCLA,VT,1500.0
Carla Ferzoco,Junior,Pitt,VT,1500.0
Carley Stalder,Freshman,Ball State,VT,1500.0
Carly Banta,Freshman,Hamline,VT,1500.0
Carly Bauman,Fifth Year,Michigan,VT,1500.0
Carly Buell,Junior,Boise State,VT,1500.0
Carly Busch,Sophomore,Kentucky,VT,1500.0
Carly Kliewer,Sophomore,LIU,VT,1500.0
Carly Oniki,Senior,Pennsylvania,VT,1500.0
Carmella Calafati,Junior,Towson,VT,1500.0
Carmen Riley,Freshman,Arizona,VT,1500.0
Caroline Bowns,Junior,Texas Woman's,VT,1500.0
Caroline Guptill,Freshman,Hamline,VT,1500.0
Caroline Volk,Sophomore,North Carolina State,VT,1500.0
Caroline Walker,Freshman,Air Force,VT,1500.0
Casey Brown,Senior,California,VT,1500.0
Casey Mooney,Freshman,Western Michigan,VT,1500.0
Cassie Lee,Sophomore,Iowa,VT,1500.0
Catelyn Zack,Senior,Hamline,VT,1500.0
Catherine O'Rourke,Senior,George Washington,VT,1500.0
Cecilia Athie,Freshman,Gustavus Adolphus,VT,1500.0
Cecilia Cooley,Sophomore,Denver,VT,1500.0
Celia Trotter,Junior,Towson,VT,1500.0
Charley Laufer,Freshman,Utah State,VT,1500.0
Charlotte Booth,Freshman,Auburn,VT,1500.0
Charlotte Gray,Freshman,Washington,VT,1500.0
Charlotte Ritchey,Freshman,Maryland,VT,1500.0
Chayse Williams,Sophomore,Towson,VT,1500.0
Chelsea Boyer,Junior,Air Force,VT,1500.0
Chelsea Hallinan,Junior,Washington,VT,1500.0
Chelsea Southam,Senior,Utah State,VT,1500.0
Chelsey Dennis,Junior,Maryland,VT,1500.0
Chelsey Dennis,Junior,Maryland,VT,1500.0
Chesney Bennett,Sophomore,Kentucky,VT,1500.0
Chiara Andrew,Freshman,BYU,VT,1500.0
Chloe Cohen,Junior,Sacramento State,VT,1500.0
Chloe Frank,Senior,San Jose State,VT,1500.0
Chloe Gann,Freshman,UC Davis,VT,1500.0
Chloe LaCoursiere,Junior,Alabama,VT,1500.0
Chloee Hoke,Junior,BYU,VT,1500.0
Ciena Alipio,Senior,UCLA,VT,1500.0
Claire Dean,Senior,Stanford,VT,1500.0
Claire Stippich,Senior,North Carolina,VT,1500.0
Clara Gilles,Freshman,Hamline,VT,1500.0
Clara Hong,Senior,Towson,VT,1500.0
Clara Jones,Freshman,Cornell,VT,1500.0
Clara Raposo,Sophomore,Utah,VT,1500.0
Clara Wallace,Junior,Air Force,VT,1500.0
Claudia Lessig,Junior,Alaska,VT,1500.0
Cléante Théorêt,Sophomore,New Hampshire,VT,1500.0
Corey Foster,Senior,Ithaca,VT,1500.0
Courtney Blackson,Fifth Year,LSU,VT,1500.0
Courtney McCann,Junior,Ohio State,VT,1500.0
Courtney Woods,Senior,Illinois State,VT,1500.0
Creslyn Brose,Junior,Kentucky,VT,1500.0
Csenge Bácskay,Senior,Georgia,VT,1500.0
Daisy Bowles,Freshman,Iowa,VT,1500.0
Daisy Fallon,Sophomore,Brown,VT,1500.0
Daisy Stephenson,Freshman,BYU,VT,1500.0
Danae Fletcher,Fifth Year,Oklahoma,VT,1500.0
Dani Fuertez,Junior,Kent State,VT,1500.0
Dani Latronica,Sophomore,Penn State,VT,1500.0
Danyella Holmes,Junior,LIU,VT,1500.0
Darbi Simcox,Freshman,Pitt,VT,1500.0
Deana Sheremeta,Senior,George Washington,VT,1500.0
Deiah Moody,Fifth Year,Washington,VT,1500.0
Delaney McMahon,Junior,Ball State,VT,1500.0
Delaney Reeves,Sophomore,Boise State,VT,1500.0
Delanie Kelly,Freshman,Arizona State,VT,1500.0
Derin Tanriyasükür,Freshman,Alabama,VT,1500.0
Desiree Abron,Freshman,Ithaca,VT,1500.0
Destiny Denning,Junior,Illinois,VT,1500.0
Devyn Robinson,Freshman,UC Davis,VT,1500.0
Donna Uhlenberg,Sophomore,Rutgers,VT,1500.0
Dylan Shields,Freshman,Air Force,VT,1500.0
Eden Stippick,Freshman,LIU,VT,1500.0
Eden Webster,Sophomore,West Virginia,VT,1500.0
Eilyn Doe,Freshman,Pennsylvania,VT,1500.0
Elena Bailey,Fifth Year,Hamline,VT,1500.0
Elena Brian,Freshman,Washington,VT,1500.0
Elise Ritzenthaler,Sophomore,Eastern Michigan,VT,1500.0
Elizabeth Blessey,Sophomore,Oklahoma,VT,1500.0
Elizabeth Gantner,Junior,Utah,VT,1500.0
Elizabeth Lassila,Sophomore,Air Force,VT,1500.0
Elizabeth Strohecker,Freshman,North Carolina State,VT,1500.0
Ella Fox,Freshman,Cornell,VT,1500.0
Ella Murphy,Freshman,Oklahoma,VT,1500.0
Ella Nash,Senior,Gustavus Adolphus,VT,1500.0
Ella Power,Junior,San Jose State,VT,1500.0
Ella Roberts,Freshman,Iowa State,VT,1500.0
Ella Schell,Junior,Iowa State,VT,1500.0
Elle Beaufait,Senior,Michigan State,VT,1500.0
Elle Bragga,Freshman,Arizona,VT,1500.0
Elle Hadrick,Junior,North Carolina State,VT,1500.0
Ellery Gilmer,Junior,Greenville,VT,1500.0
Ellery Werner,Senior,Northern Illinois,VT,1500.0
Elli Schnieders,Sophomore,Greenville,VT,1500.0
Ellie Ermisch,Freshman,BYU,VT,1500.0
Ellie Thomson,Senior,Southern Utah,VT,1500.0
Ellie Topchishvili,Freshman,Kentucky,VT,1500.0
Ellie Weaver,Senior,Oregon State,VT,1500.0
Elliot Bringhurst,Junior,Southern Utah,VT,1500.0
Elliot Goldsmith,Junior,Rutgers,VT,1500.0
Ellorie Cane,Sophomore,LIU,VT,1500.0
Elly Eenhuis,Sophomore,Texas Woman's,VT,1500.0
Elyse Wenner,Freshman,LSU,VT,1500.0
Emalee Frost,Senior,Nebraska,VT,1500.0
Emili Horike,Freshman,Ithaca,VT,1500.0
Emilie Chandler,Freshman,BYU,VT,1500.0
Emily Baradic,Freshman,Cortland State,VT,1500.0
Emily Countryman,Freshman,Sacramento State,VT,1500.0
Emily DeFrees,Freshman,Maryland,VT,1500.0
Emily Erb,Senior,Iowa,VT,1500.0
Emily Ford,Junior,Brown,VT,1500.0
Emily Gianfrancesco,Sophomore,Bowling Green,VT,1500.0
Emily Joyce,Senior,Cornell,VT,1500.0
Emily Kobusky,Senior,Ithaca,VT,1500.0
Emily Leese,Fifth Year,Rutgers,VT,1500.0
Emily Todd,Sophomore,Pitt,VT,1500.0
Emma Brannon,Sophomore,Greenville,VT,1500.0
Emma Duerre,Freshman,Towson,VT,1500.0
Emma Garner,Freshman,George Washington,VT,1500.0
Emma Grace Boyd,Junior,Auburn,VT,1500.0
Emma Lehan,Freshman,Air Force,VT,1500.0
Emma Malewski,Freshman,Clemson,VT,1500.0
Emma Mason,Sophomore,Georgia,VT,1500.0
Emma Masse,Senior,Kent State,VT,1500.0
Emma Misenheimer,Junior,Michigan State,VT,1500.0
Emma Nipper,Sophomore,Southern Utah,VT,1500.0
Emma Reathaford,Freshman,Temple,VT,1500.0
Emma Schrady,Senior,Washington,VT,1500.0
Emma Slevin,Junior,Minnesota,VT,1500.0
Emma Wehry,Junior,Auburn,VT,1500.0
Emma Witterstaetter,Junior,Hamline,VT,1500.0
Erin McDermott,Freshman,Air Force,VT,1500.0
Eryn Williams,Senior,Georgia,VT,1500.0
